source_index,text,polarity,label_id,split
8030,لنزی با توانایی زوم 35 برابر که بسیار واید نیز هست، توانایی ضبط ویدیویی با کیفیت Full HD 1080p و از همه جالب‌تر قابلیت عکاسی پیاپی با سرعت 10 فریم بر ثانیه است.,2,4,train
326,• طراحی اکثر بخش‌های بدنه دستگاه از پلاستیک مات ساخته شده و به همین دلیل بازتاب نور کمی دارد و در مجموع ظاهر نوت‌بوک بسیار مناسب است.,1,3,train
299,این گوشی کارایی های مانند صدای xLOUD یا تنظیم صدا متناسب با آهنگی که گوش می دهید (Sound Enhancements ) دارد که پیش فرض خاموش هستند !,0,2,train
5005,اما حالا پک های جدیدی از این کنسول بازی ارائه شده که تفاوت های زیادی با هم دارند.,0,2,train
7298,اما Ixus 510 HS نیز همانند بیشتر دوربین های هم رده، یک دوربین Point to Shoot است.,0,2,train
12806,جای تعجب داشت!,1,3,train
5896,سلام خدمت همه مدیران و کاربران محترم.,0,2,train
9913,البته در مورد 4s نمی‌توانیم خیلی زود قضاوت کنیم چرا که این موضوع باید به عنوان بازخورد از تعداد زیادی از مشتریان در طی استفاده‌ی زیاد دریافت شود.,0,2,train
1793,.با تشکر,0,2,train
12104,بایگانی فیلم ها، توسط یک Share Station DVD انجام می گیرد که با فشار دکمه ی Direct DVD روی دوربین، فیلم ها از دوربین به روی DVD رایتر یا کامپیوتر منتقل می شود تا روی DVD ذخیره گردد.,0,2,train
5618,سلام، چند روزی میشه که این گوشی رو خریداری کردم.,0,2,train
2077,از اینکه راحت هر برنامه ای را بخواهید میتوانید دانلود کنید و استفاده کنید لذت میبرید.,1,3,train
9862,طراحی و ساختاز نظر طراحی و ساخت این گوشی کاملا شبیه به Asha 308 می‌باشد و می‌توان این گوشی را در بین گوشی‌های جمع و جور و خوش دست قرار داد که به راحتی در دست جای می‌گیرد.,1,3,train
9398,من 1ماه که خریدمش اگه بخوام راستشو بگم ازش راضی نیستم!,-1,1,train
6543,بعد از مدت‌ها از یک کمپانی به غیر از اپل و ایسوس و سامسونگ، تبلتی با صفحه نمایش بسیار خوب مشاهده نمودیم.,2,4,train
12990,بارزترین ویژگی آن نیز همان EPrnt می باشد.,0,2,train
11785,من که واقعا راضیم و باید بگم که توی تولیدات سال 2012 به بعدش هیچ کدوم از این مشکلاتی که دوستان گفتن رو نداره، ورژن نرم افزار اندروید گوشی منکه 2.3.4 هست و اصلا مشکلات اینجوری رو ندیدم!,1,3,train
4590,من خودم گوشی روبه اندروید4 اپدیت کردم واقعا با حال شده بعضی از برنامه ها روی اندروید 2.3 جواب نمی داد ولی الان همه ی برنامه هارو ساپورت می کنه و واقعا ازش راضیم فقط یه مشکل داره اونم صداش خیلی کمه من خودم قبلا HD7داشتم که در کیفیت صدا این دو تا رو نمیشه باهم مقایسه کرد در هذفری صدا واقعا زیاد میشه ولی اگه میتونین با این مشکل کنار بیاین توخریدنش شک نکنین حتما بخرین!,1,3,train
8901,من هم یه ماهه این دوربینو خریدم کار باهاش آسون و اگه بخوای عکس های بهتر بگیری کمی باهاش ور برید و دفترچشو بخونید عکس های جالبی می تونید بگیرید .,1,3,train
6117,از طرفی وقتی خوب به بدنه ی Xbox 360 Slim دقت می کنید متوجه می شوید براقی آن به حدی زیاد است که می تواند اشیا را تا حدی در خود منعکس کند.,1,3,train
8585,من این گوشی رو واسه دو تا از همکارانم از همین سایت خریداری کردم که واقعا شگفت انگیز است نسبت به این قیمت در برابر سایر رقبا .,2,4,train
12223,طراحی منحصر به فردی داره مخصوصا محل قرار گرفتن کابل ایده ی بسیار جالبیه.,2,4,train
3401,HTC Windows Phone 8X گوشی بسیار قدرتمندیست که با طراحی زیبا و رنگ‌های جذاب خود و جنس پلی کربناتی بدنه که طبق رسم HTC از بهترین مواد تشکیل شده است، با معرفی توسط این کمپانی، توجه بسیاری را به سوی خود جلب نمود.,2,4,train
7465,این دوربین توانایی عکاسی 5.3 مگا پیکسلی را نیز دارد.,0,2,train
10810,طراحی انقلابی و چشم‌نواز تلویزیون که زندگی شما را متحول خواهد ساختمحیط زندگی خود را با این طراحی پیچیده و شیک متحول سازید.,2,4,train
4301,بر خلاف مدل‌های گذشته، نسل پنجم iPod Touch دارای مدل‌های 8 و 16 گیگابایتی نبوده و ارزان‌ترین مدل، دارای حافظه داخلی 32 گیگابایت می‌باشد.,0,2,train
6819,ای کاش گوشی‌های هوشمند از ۴.,0,2,train
6165,بازی های زیادی داره که کرک شده اند و با قیمت مناسب قابل خریداری هستند.,1,3,train
1887,بابت خش پذیری قاب پشتش هم کلی راه حل هست ..,1,3,train
9970,در حقیقت امتیازی که 4s کسب کرد در حد Samsung Galaxy Tab 10.1 است.,0,2,train
11881,همچنین نقشه‌های گوگل یا Google Maps ترکیب بسیار عالی به همراه GPS هستند به طوری که می‌توانید محل و مسیر خود را در هر شهر و جاده‌ای که باشید پیدا کنید.,2,4,train
1533,در کل در طراحی مدل جدید سامسونگ، شباهت‌های بسیاری را با دیگر تبلت های ساخت این کمپانی مشاهده می‌نماییم.,0,2,train
840,در نگاه اول پایین بودن مقدار حافظه رم و فقدان دوربین دوم برای مکالمات ویدئویی به چشم میخوره.,-1,1,train
10035,وزن مدل 14 اینچی نزدیک به 1.8 کیلوگرم بوده و مدل های 15.6 اینچی وزنی معادل 2.1 کیلوگرم دارند که باعث شده تا Sleekbook ها به یکی از باریکترین و سبکترین نوت بوک های ساخته شده تا امروز تبدیل گردند.,1,3,train
7768,آیپد فقط 10 اینچی,0,2,train
3280,از لحاظ پردازش گرافیکی نیز، این لپ‌تاپ‌ها تنوع فوق‌العاده بالایی دارند و می‌توان در کانفیگ های مختلف از پردازشگرهای گرافیکی Intel GMA HD تا کارت گرافیک‌های مستقل قوی‌تر NVIDIA GeForce دید.,2,4,train
10549,قابلیت XLOUD موجود بر روی این گوشی، به کاربر لذت بیشتری را از گوشی دادن به موسیقی خواهد داد.,1,3,train
1874,واقعا در کیفیت و زیبایی بی نظیره.,2,4,train
1831,، با احترام به نظر دوستمون باید بگم شما اگه فقط یه هفته با این سیستم عامل کار کنید واقعا عاشق کار با این سیستم عامل می شوید.,1,3,train
7764,جالبترین نکته مثبت طراحیش هست که با کوچک شدن گوشه های آن، حسگر تبلت برخورد اشتباهی دست با صفحه نمایشگر رو تشخیص میدهد.,2,4,train
1124,به دستم که برسه یه نقدم من میذارم!,0,2,train
4248,(من با گوشی آیفون 5 هم کار کردم.,0,2,train
3277,پردازنده‌های Corei5 و Corei3 نیز ذاتا دو هسته ای؛ با توان ساختن دو هسته‌ی مجازی دیگر هستند.,0,2,train
12170,چشمی های Rebel به اندازه ی کافی کوچک هستند.,0,2,train
1947,گوشیه بدی نیست.,0,2,train
10684,در ضمن دوربینش فوق العادست و حالا حالاها رو دست نداره مگه اینکه Xperia Z خود سونی ازش بهتر باشه.,2,4,train
331,کیفیت ساخت نیز بسیار بالاست.,2,4,train
7217,سلام به نظر من بهترینه.,2,4,train
13087,به هر حال ما در تست هایی که به عمل آوردیم؛ پخش ویدیو آن به 5.5 تا 6 ساعت نیز رسید.,0,2,train
8336,• نرم افزار و دوربین PadFone 2 به طور پیش فرض از نسخه 4.0 سیستم عامل اندروید با نام بستنی حصیری استفاده می‌کند ولی ایسوس وعده داده است که تا پایان سال جاری میلادی، این گوشی به اندروید 4.1 نیز آپدیت خواهد شد.,0,2,train
664,اما اون رو به یکی از دوستان معرفی کردم و اون تهیه کرد و باهاش کار کردم.,0,2,train
4462,در بالای این صفحه نمایش دوربین دوم برای انجام مکالمات تصویری قرار دارد.,0,2,train
6994,سلام گوشی های اچ تی سی واقعا عالیند و زیبا مخصوصا تو استحکام بدنه.,2,4,train
11993,گوشیه عالی هستش اما باطریش خیلی زود خالی میکنه به 24 ساعت نمیکشه و من کار خاصی باهاش انجام نمیدم که زیاد مصرف داشته باشه البته من شارژ اولیه نذاشتم شاید دلیلش این باشه.,-1,1,train
9599,در واقع نمایشگر، رم، دوربین به غیر از امکانات خاصی به آن اضافه شده است چیز چشمگیری را ندارد.,-1,1,train
950,کار با این پویشگرها بسیار ساده است.,2,4,train
4711,درسته که ال جی ادعا کرده صفحه نمایش اپتیموس بلک درخشان ترین صفحه نمایش جهانه و بسیار باریکه اما خوبه بدونید که همین صفحه نمایش Nova اصلا رنگ مشکی و رنگ های تیره رو با کیفیت نشون نمیده و همین مورد روی وضوح تصاویر و زوایای صفحه نمایش تاثیر بسیار بدی میذاره.,-1,1,train
10788,کمینه ی سرعت شاتر 30 ثانیه و بیشینه ی 1/4000 ثانیه هم در نوع خودش جالب است.,1,3,train
8847,دوربین بسیار خوبیه و عکسهای باکیفیتی میگیره.,2,4,train
4054,و در آخر این رو هم عرض کنم عکسی که این دوربین از یه جسم ثابت میگیره درخوره یه دوربین با لنز 18 مگاپیکسلی نیست.,-1,1,train
4033,صفحه نمایش خیلی با کیفیتی هم داره فقط کاش مثل دوربین کنون قابلیت چرخش کامل داشت .,1,3,train
11451,سازنده سیستم عامل خودشون هستند نه فقط نوکیا 3 - شرکت ها هم کار منتاژ رو بر عهده دارند و هم کار بسیار مشکل طراحی بدنه و داخل گوشی نه فقط مونتاژ 4-این بهترین گوشی بازار نیست از لحاظ دوربین که خیلی خوب نیست از لحاظ سخت افزار هم گوشی هایی مثل نوت 2 از این بهتره 5 - این گوشی قطعات سامسونگ رو استفاده نکرده,-1,1,train
9444,فلش LED تعبیه شده در کنار دوربین این امکان را می‌دهد که در جاهایی با نور کم هم عکس‌های با‌کیفیتی ثبت گردد.,1,3,train
4034,تنها برتری دوربین کنون بر این دوربین رو توانایی زوم اپتیکال بیشتر و صفحه نمایش چرخنده اونه .,0,2,train
11358,این برای زمانی که لنز Telephoto در دسترس نیست کاملا مفید است.,2,4,train
7351,سطح این تاچ پد دانه دانه است ولی با این حال، این باعث نمی‌شود که از لغزش راحت انگشت شما بر روی آن جلوگیری شود.,0,2,train
12904,معایب مهم 206: 1- صفحه کلید نسبتا سخت که برای پیامک به هیچ وجه مناسب نیست{در هنگام تایپ تق تق میکند و اعصاب خوردکن است.,-2,0,train
489,اولین مشکلی که شاید با اون مواجه بشید باز شدن مشکل پشت گوشی برای قرار دادن میکرو سیم کارته که با کمی حوصله این موضوع حل میشه.,0,2,train
8480,بنابراین فرصت بسیار خوبی برای کانن است که با مدل Vixia G10 گوی رقابت را از پاناسونیک برباید.,0,2,train
2365,واقعا حرف نداره، و اینو استقبال مردم در پیش خرید، ثابت کرد.,1,3,train
7581,من خودم قصد خریدشو دارم,0,2,train
8621,با سلام من گوشی رو از سایت خوبتون خریدم واقعا کارتون خوبه ولی در مورد گوشی باید بگم هم سرعت خوبی داره هم وضوح تصویر عالی واقعا انتظارم خیلی کمتر از چیزی بود که دیدم ممنون,1,3,train
2278,سی پی یو 1.7gh که دیگه سامسونگ و اپل رو از رقابت خارج میکنه.,0,2,train
5309,زیرا گوگل معتقد است که عکاسی و فیلم برداری با تبلت چندان مورد توجه و استقبال کاربران قرار نگرفته است و بیشتر آن‌ها تمایل به استفاده از تبلت خود برای برقراری تماس‌های ویدیویی دارند به همین دلیل یک دوربین 1.2 مگاپیکسلی در قسمت جلوی این دستگاه قرار گرفته است که برای این منظور کافی به نظر می‌رسد.,1,3,train
5824,سلام دوستان .,0,2,train
2194,.بزرگ کردن صفحه نمایش و یا ارتقای پردازنده!,0,2,train
7669,شارژدهی باتری لیتیومی شارژی این دوربین با GPS روشن حدود 310 عکس می‌باشد که از 340 عکس دوربین FT1 کمتر است.,-1,1,train
12980,یک نکته ای که بیشتر پرینترها با آن مشکل دارند در این یکی هم وجود دارد و آن چیزی نیست به جز رسم خطوط با پهنای 1 پیکسل در زمینه ی مشکی.,-1,1,train
6472,من این هارد رو گرفتم و خیلی راضیم اندازش از کف دست کوچیک تره که این خودش کلی ارزش داره عاشق دی جی کالا هستم,2,4,train
5294,این میزان قدرت پردازشی، بستر مناسبی را برای قدرت نمایی رابط کاربری سیستم عامل اندروید فراهم می‌آورد و حرکت بین قسمت‌های مختلف سریع ، روان و لذت بخش صورت می‌گیرد.,1,3,train
7498,باتریباتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل‌های 820 و 920 بسیار ضعیف‌تر است، با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می‌نماید.,0,2,train
1603,با وجود این باتری شما می‌توانید با مصرف عادی برای بیشتر از 1 روز بدون نیاز به شارژ مجدد از تبلتتان استفاده نمایید.,1,3,train
9571,"چون علاوه بر طول و عرض, ضخامت هم کم تر شده که این بزرگترین مشکله!",-2,0,train
12427,اگر چندسال به چند سال گوشی عوض میکنید شاید در اینده به درد بخوره از نظر نرم افزاری خیلی شبیه به Z هست و حتی با متدهای Z به راحتی بدون شکستن بوت لودر روت شد دوربین 13 فقط در حالت 4:3 عکس میگیره و دوربین در حالت 16:9 با 9 مگاپیکسل عکس میگیره کابل HDMI نداره ولی MHL داره که دقیق نمیدونم چیه دوربین جلو VGA هست و کیفیت پایینی داره حافظه داخلی 8 هست که با خرید microsd قابل حله از نظر استاندارد هم کمترین مضرات رو برای بدن داره و میشه گفت بعد از Z که 4 هسته ای هست این گوشی بهترین گوشی (دو هسته ای) سونی هست.,2,4,train
396,بنابراین کنترل دوربین را باید از طریق لمس نمایشگر انجام دهید.,0,2,train
9198,کیفیت عکاسی با توجه به سنسور DIGIC5 بسیار خوب هست.,2,4,train
2943,به مشکل آقای یزدانی فرجام برخوردم یعنی یک خط نازک مشکی وسط نمایشگر افتاده ، زنگ زدم هماهنگ گفتند بفرستید، کالاتون بیمه است عوض میکنیم ولی این پروسه یکماه طول میکشه .,-1,1,train
12775,این دوربین توانایی ضبط ویدیویی با کیفیت 720p HD در 30 فریم بر ثانیه را دارد که بسیار عالیست.,2,4,train
13045,به نظرمن بسیار خوب است وامکاناتش عالی است ودست کمی ازایفون ندارد ومن ان را پیشنهاد میکنم به تمامی دوستان,2,4,train
10165,من قبلا خودم لایو داشتم ولی الان اکسپریا دارم و باید بگم گوشیه عالیه اما با در نظر نگرفتن چند نکته : 1_ باتری کم‌توان برای این سیستم.,1,3,train
12290,با درود منم این دوربین رو از همین سایت خریدم، کیفیت عکس ها (حتی در تاریکی مطلق با فلاش) آدم رو به وجد میاره.,1,3,train
11835,گوشی بعضا هنگام اجرای بازیهای HD و یا استفاده طولانی تقریبا زود داغ میکنه 3.,-1,1,train
11883,حسگر مجاورت و حسگر شتاب سنج برای چرخش تصویر نیز بر روی این گوشی وجود دارند.,0,2,train
2397,در سمت راست گوشی به ترتیب، کلید پاور و کلیدهای کم و زیاد کردن صدا قرار دارند.,0,2,train
9905,وقتی iPhone 4 در تابستان سال 2010 به بازار آمد واقعا با دیگر گوشی‌های هوشمند موجود متفاوت بود.,0,2,train
9215,درکل امکانات و کیفیت همه چیز در حد بسیار خوب طراحی و ساخته شده است و اگر ظرفیت باطری دوربینکمی بیشتر بود و لنز پیشنهادی همراه دوربین نیز از نوع USM یا SLM بود این دوربین کاملا بی رقیب و استثنایی میشد چراکه کیفیت عکسها و فیلمهای تهیه شده با آن عالی است.,2,4,train
9300,البته این تغییرات را بیشتر می توانیم مناسب کسانی که قصد دارند با DSLR خود به فیلم برداری بپردازند و همچنین کاربران آماتورتر بدانیم.,0,2,train
4584,من در آخر اینو بهتون بگم که قبل از اینکه ray بخرم خیلی تحقیق کردم و به این نتیجه رسیدم که تو این رنج قیمت بهترین انتخاب xperia ray هست و حتی از سامسونگ گالاکسی ace هم از همه لحاظ بالاتره.,1,3,train
9981,کیفیت عکس‌های گرفته شده با این دوربین بسیار خوب است و میان دوربین‌های گوشی‌های تلفن همراهی که تا به حال تست کرده‌ایم، واقعا بهترین است.,2,4,train
11771,دوستان گرامی نتیجه یکی دو هفته تحقیقاتم در مورد خرید مینی یا مینی پرو به شرح زیر می باشد: 1.,0,2,train
2206,اگر بخواهیم بصورت خلاصه گوشی جدید کمپانی HTC را تشریح کنیم، باید بگوییم HTC One X ارتقا یافته و با نام One X Plus معرفی شده است.,0,2,train
7408,سلام من امروز این لب تاب رو خریدم.,0,2,train
9268,وقتی انتخاب می شود دوربین به طور خودکار چهار عکس پشت سر هم می گیرد و سپس با میانگین گرفتن از آن ها از نویز تا حد زیادی می کاهد.,1,3,train
5965,ولی اگر همچنان به نظرتان میدان دید کمی می‌آید، می‌توانید از مود عکاسی Sweep Panorama استفاده کنید تا حتی بتوانید میدان دید 180 و یا 360 درجه را ثبت کنید.,0,2,train
2495,شاسی آن در هیچ جا تحت فشار خم نمی‌شود و خود کلیدها نیز آستانه و عمق عملکرد خوبی دارند.,1,3,train
10438,انرژی این دوربین از طریق باتری لیتیوم-یونی NP-85 تامین می‌شود که در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا 300 عکس را دارد.,0,2,train
2908,این پردازشگر به قدری قدرتمند است که هیچ‌گونه کاهش سرعتی حتی هنگام اجرای بازی‌های سه بعدی و یا انجام محاسبات سنگین، مشاهده نخواهید کرد.,1,3,train
9367,اگه میخواید گوشی بخرید این گوشی رو بخرید قول میدم این گوشی راضیتون میکنه.,1,3,train
12905,} بهتر است کسانی که تمایل به خرید گوشی ارزان نوکیا (!,0,2,train
9489,کاور لنز دارای یک سویچ فیزیکی است.,0,2,train
