index,sid,text,polarity,file,text_original
25,rev-26,از نظر پورت‌ها و اتصالات، N43SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB 3.0 است.,1,data/main/Asus N43SM-C.xml,از نظر پورت‌ها و اتصالات،  N43SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB 3.0 است.
11552,-,از نظر پورت‌ها و اتصالات، N43SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB 3.0 است.,2,data/extra/Asus N43SM-C_Hosseini.xml,از نظر پورت‌ها و اتصالات،  N43SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB 3.0 است.
2812,-,از نظر کیفیت عکس‌های گرفته شده باید گفت که، عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.,1,data/extra/(Panasonic Lumix DMC-FT3 (TS3.xml,از نظر کیفیت عکس‌های گرفته شده باید گفت که،  عکس‌هایی که با FT3 گرفتیم کاملاً شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.
58,rev-59,از نظر کیفیت عکس‌های گرفته شده باید گفت که، عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.,2,data/main/(Panasonic Lumix DMC-FT3 (TS3.xml,از نظر کیفیت عکس‌های گرفته شده باید گفت که،  عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.
9804,-,از نظر کیفیت عکس‌های گرفته شده باید گفت که، عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.,2,data/extra/(Panasonic Lumix DMC-FT3 (TS3_Hosseini.xml,از نظر کیفیت عکس‌های گرفته شده باید گفت که،  عکس‌هایی که با FT3 گرفتیم کاملا شارپ هستند و در بیشتر مناطق جزئیات خیلی خوب نمایش داده می‌شود.
3709,-,اصلا از سامسونگ خوشم نمیاد.,-2,data/extra/HTC One X Plus - 64GB.xml,اصلا از سامسونگ خوشم نمياد.
2,gr-11-3,اصلا از سامسونگ خوشم نمیاد.,-1,data/main/HTC One X Plus - 64GB.xml,اصلا از سامسونگ خوشم نمياد.
1,gr-6-2,البته Sony Cyber-Shot DSC-HX10V موقعیت یاب و GPS هم داره که زیاد کاربردی نیست .,-1,data/main/Sony Cyber-Shot DSC-HX10V.xml,البته Sony Cyber-Shot DSC-HX10V موقعيت ياب و GPS هم داره که زياد کاربردي نيست .
11396,-,البته Sony Cyber-Shot DSC-HX10V موقعیت یاب و GPS هم داره که زیاد کاربردی نیست .,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml,البته Sony Cyber-Shot DSC-HX10V موقعيت ياب و GPS هم داره که زياد کاربردي نيست .
127,rev-128,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست، چرا که تغییر و تحول زیادی نداشته است، اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.,0,data/main/Apple iPhone 5 - 16GB.xml,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست،  چرا که تغییر و تحول زیادی نداشته است،  اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.
1325,-,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست، چرا که تغییر و تحول زیادی نداشته است، اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست،  چرا که تغییر و تحول زیادی نداشته است،  اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.
6852,-,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست، چرا که تغییر و تحول زیادی نداشته است، اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.,1,data/extra/Apple iPhone 5 - 64GB.xml,البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست، چرا که تغییر و تحول زیادی نداشته است، اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.
85,rev-86,اما با اینکه شکل کلی iOS تغییری نداشته است، ولی به گفته کمپانی اپل، هیچ برنامه ای نیست که در نسخه جدید iOS بهتر نشده باشد.,0,data/main/Apple iPhone 5 - 16GB.xml,اما با اینکه شکل کلی iOS تغییری نداشته است،  ولی به گفته کمپانی اپل،  هیچ برنامه ای نیست که در نسخه جدید iOS بهتر نشده باشد.
3117,-,اما با اینکه شکل کلی iOS تغییری نداشته است، ولی به گفته کمپانی اپل، هیچ برنامه ای نیست که در نسخه جدید iOS بهتر نشده باشد.,1,data/extra/Apple iPad mini WiFi-16GB.xml,اما با اینکه شکل کلی iOS تغییری نداشته است، ولی به گفته کمپانی اپل، هیچ برنامه ای نیست که در نسخه جدید iOS بهتر نشده باشد.
39,rev-40,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده، تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.,0,data/main/Apple iPhone 5 - 16GB.xml,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده،  تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.
1237,-,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده، تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده،  تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.
6764,-,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده، تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.,1,data/extra/Apple iPhone 5 - 64GB.xml,اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده، تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.
7291,-,اما در کل، کار با این تبلت کاملا لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر های کم ، تجربه جدیدی را به کاربر خواهد داد .,1,data/extra/Asus VivoTab RT TF600T - 32GB.xml,اما در کل،  کار با این تبلت کاملاً لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر های کم ،  تجربه جدیدی را به کاربر خواهد داد .
42,rev-43,اما در کل، کار با این تبلت کاملا لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر های کم ، تجربه جدیدی را به کاربر خواهد داد .,2,data/main/Microsoft Surface RT - 32GB + Keyboard.xml,اما در کل،  کار با این تبلت کاملا لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر های کم ،  تجربه جدیدی را به کاربر خواهد داد .
3131,-,اما لازم به ذکر است که مشکلات برنامه، مربوط به تمامی شهرها نمی‌شود و بیشتر در شهر های کوچک وجود دارد.,-1,data/extra/Apple iPad mini WiFi-16GB.xml,اما لازم به ذکر است که مشکلات برنامه، مربوط به تمامی شهرها نمی‌شود و بیشتر در شهر های کوچک وجود دارد.
99,rev-100,اما لازم به ذکر است که مشکلات برنامه، مربوط به تمامی شهرها نمی‌شود و بیشتر در شهر های کوچک وجود دارد.,0,data/main/Apple iPhone 5 - 16GB.xml,اما لازم به ذکر است که مشکلات برنامه،  مربوط به تمامی شهرها نمی‌شود و بیشتر در شهر های کوچک وجود دارد.
6789,-,اما مهم‌تر از تست‌های جاوا، تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.,0,data/extra/Apple iPhone 5 - 64GB.xml,اما مهم‌تر از تست‌های جاوا، تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.
64,rev-65,اما مهم‌تر از تست‌های جاوا، تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.,1,data/main/Apple iPhone 5 - 16GB.xml,اما مهم‌تر از تست‌های جاوا،  تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.
1262,-,اما مهم‌تر از تست‌های جاوا، تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml,اما مهم‌تر از تست‌های جاوا،  تست‌های گرافیکی هستند که نتایج جالبی را به ما ارائه نمودند.
3,gr-11-4,امیدوارم دیجی کالا به زودی این گوشی رو بیاره.,0,data/main/HTC One X Plus - 64GB.xml,اميدوارم ديجي کالا به زودي اين گوشي رو بياره.
3710,-,امیدوارم دیجی کالا به زودی این گوشی رو بیاره.,1,data/extra/HTC One X Plus - 64GB.xml,اميدوارم ديجي کالا به زودي اين گوشي رو بياره.
0,gr-4-1,انصافا حرف اول رو میزنه، از هر لحاظ کامله,1,data/main/Samsung LED 55ES8880.xml,"انصافاً حرف اول رو ميزنه، از هر لحاظ کامله
"
8967,-,انصافا حرف اول رو میزنه، از هر لحاظ کامله,2,data/extra/Samsung LED 55ES8880.xml,انصافا حرف اول رو ميزنه،  از هر لحاظ کامله
3,gr-7-4,انصافا گوشی غولیههههههه,1,data/main/HTC One X Plus - 64GB.xml,"انصافا گوشي غوليههههههه
"
3697,-,انصافا گوشی غولیههههههه,2,data/extra/HTC One X Plus - 64GB.xml,انصافا گوشي غوليههههههه
1,gr-19-2,انگار همون مدلای قبله یه ذره خوشگلش کردن و بهش رسیدن .,0,data/main/Nokia 500.xml,انگار همون مدلاي قبله يه ذره خوشگلش کردن و بهش رسيدن .
8645,-,انگار همون مدلای قبله یه ذره خوشگلش کردن و بهش رسیدن .,1,data/extra/Nokia 500.xml,انگار همون مدلاي قبله يه ذره خوشگلش کردن و بهش رسيدن .
11782,-,اولین بار است که مارک وسترن دیجیتال رو خریدم و منو کاملا راضی کرد .,1,data/extra/Western Digital Portable My Passport - 1TB.xml,اولين بار است که مارک وسترن ديجيتال رو خريدم و منو کاملاً راضي کرد .
2,gr-38-3,اولین بار است که مارک وسترن دیجیتال رو خریدم و منو کاملا راضی کرد .,2,data/main/Western Digital Portable My Passport - 1TB.xml,اولين بار است که مارک وسترن ديجيتال رو خريدم و منو کاملا راضي کرد .
843,-,اولین بار است که مارک وسترن دیجیتال رو خریدم و منو کاملا راضی کرد .,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml,اولين بار است که مارک وسترن ديجيتال رو خريدم و منو کاملا راضي کرد .
2,gr-10-3,اونم با این همه طرفدار و مشتاق,0,data/main/HTC One X Plus - 64GB.xml,اونم با اين همه طرفدار و مشتاق
3706,-,اونم با این همه طرفدار و مشتاق,1,data/extra/HTC One X Plus - 64GB.xml,اونم با اين همه طرفدار و مشتاق
5,gr-1-6,اونم بعد از چند روز بهش عادت میکنی.,0,data/main/Sony Cyber-Shot DSC-HX10V.xml,اونم بعد از چند روز بهش عادت ميکني.
11381,-,اونم بعد از چند روز بهش عادت میکنی.,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml,اونم بعد از چند روز بهش عادت ميکني.
9073,-,اپل در نسل جدید iPod Touch نیز، همانند گوشی iPhone 5، به جای استفاده از درگاه 30 پینی قدیمی، از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.,0,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml,اپل در نسل جدید iPod Touch نیز،  همانند گوشی iPhone 5،  به جای استفاده از درگاه 30 پینی قدیمی، از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.
9,rev-10,اپل در نسل جدید iPod Touch نیز، همانند گوشی iPhone 5، به جای استفاده از درگاه 30 پینی قدیمی، از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml,اپل در نسل جدید iPod Touch نیز،  همانند گوشی iPhone 5،  به جای استفاده از درگاه 30 پینی قدیمی،  از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.
2002,-,اپل در نسل جدید iPod Touch نیز، همانند گوشی iPhone 5، به جای استفاده از درگاه 30 پینی قدیمی، از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.,1,data/extra/Apple Ipod Touch 5th Generation - 64GB_Hosseini.xml,اپل در نسل جدید iPod Touch نیز،  همانند گوشی iPhone 5،  به جای استفاده از درگاه 30 پینی قدیمی،  از درگاه 8 پینی Lightning یا آذرخش استفاده کرده که باعث شده تا ضخامت iPod Touch نیز همانند iPhone 5 بسیار باریک گردد.
0,gr-2-1,اپل همیشه عالی بوده، ولی نسبت به قیمتش نمی ارزه,-1,data/main/Apple MacBook Pro With Retina Display-B.xml,اپل هميشه عالي بوده،  ولي نسبت به قيمتش نمي ارزه
2905,-,اپل همیشه عالی بوده، ولی نسبت به قیمتش نمی ارزه,0,data/extra/Apple MacBook Pro With Retina Display-B.xml,اپل هميشه عالي بوده،  ولي نسبت به قيمتش نمي ارزه
6146,-,اگر چه که سایت دیجی کالا این نقاط ضعف رو ذکر کرده اما با یک نگاه هم متوجه ضعیف بودن کیفیت نمایش اون خواهید شد .,-2,data/extra/Fujitsu Stylistic M532.xml,اگر چه که سايت ديجي کالا اين نقاط ضعف رو ذکر کرده اما با يک نگاه هم متوجه ضعيف بودن کيفيت نمايش اون خواهيد شد .
4,gr-11-5,اگر چه که سایت دیجی کالا این نقاط ضعف رو ذکر کرده اما با یک نگاه هم متوجه ضعیف بودن کیفیت نمایش اون خواهید شد .,-1,data/main/Fujitsu Stylistic M532.xml,اگر چه که سايت ديجي کالا اين نقاط ضعف رو ذکر کرده اما با يک نگاه هم متوجه ضعيف بودن کيفيت نمايش اون خواهيد شد .
3689,-,اگه از این 2 مورد چشم پوشی کنیم باید گفت گوشی فوق العاده عالی هست!,1,data/extra/HTC One X Plus - 64GB.xml,اگه از اين 2 مورد چشم پوشي کنيم بايد گفت گوشي فوق العاده عالي هست!
1,gr-3-2,اگه از این 2 مورد چشم پوشی کنیم باید گفت گوشی فوق العاده عالی هست!,2,data/main/HTC One X Plus - 64GB.xml,اگه از اين 2 مورد چشم پوشي کنيم بايد گفت گوشي فوق العاده عالي هست!
3713,-,اگه باطریش خیلی خوب کار کنه حرف نداره,0,data/extra/HTC One X Plus - 64GB.xml,اگه باطريش خيلي خوب کار کنه  حرف نداره
0,gr-13-1,اگه باطریش خیلی خوب کار کنه حرف نداره,1,data/main/HTC One X Plus - 64GB.xml,اگه باطريش خيلي خوب کار کنه  حرف نداره
0,gr-3-1,اگه تراکم صفحه تبلتش هم بالا بود تو خریدش شک نمیکردم ولی حالا اگه گوشیش به صورت جدا فروخته بشه میخرم، واقعا سخت افزارش غوله !,0,data/main/Asus PadFone 2 - 16GB.xml,اگه تراکم صفحه تبلتش هم بالا بود تو خريدش شک نميکردم ولي حالا اگه گوشيش به صورت جدا فروخته بشه ميخرم، واقعا سخت افزارش غوله !
4359,-,اگه تراکم صفحه تبلتش هم بالا بود تو خریدش شک نمیکردم ولی حالا اگه گوشیش به صورت جدا فروخته بشه میخرم، واقعا سخت افزارش غوله !,2,data/extra/Asus PadFone 2 - 16GB.xml,اگه تراکم صفحه تبلتش هم بالا بود تو خريدش شک نميکردم ولي حالا اگه گوشيش به صورت جدا فروخته بشه ميخرم، واقعا سخت افزارش غوله !
2156,-,اگه پول دستم بیاد حتما میخرمش .,0,data/extra/Nokia Lumia 620.xml,اگه پول دستم بياد حتما ميخرمش .
0,gr-2-1,اگه پول دستم بیاد حتما میخرمش .,1,data/main/Nokia Lumia 620.xml,اگه پول دستم بياد حتما ميخرمش .
16,rev-17,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت، واقعا شگفت انگیز بود.,0,data/main/Apple MacBook Pro With Retina Display-B.xml,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت،  واقعا شگفت انگیز بود.
13254,-,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت، واقعا شگفت انگیز بود.,0,data/extra/Apple MacBook Pro With Retina Display-B_Hosseini.xml,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت،  واقعا شگفت انگیز بود.
2931,-,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت، واقعا شگفت انگیز بود.,2,data/extra/Apple MacBook Pro With Retina Display-B.xml,این بار اپل دقت آی پد2 را چهار برابر کرده بود و آی پد3 تراکم پیکسلی بسیار بالای 264ppi را ارائه می‌کرد که برای یک تبلت،  واقعاً شگفت انگیز بود.
6099,-,این بسیار عالیست و باعث می شود که همانند دیگر مدل های اخیر G پاناسونیک، این دوربین هم جزو بهترین گزینه ها برای فیلم برداری قرار گیرد.,1,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml,این بسیار عالیست و باعث می شود که همانند دیگر مدل های اخیر G پاناسونیک، این دوربین هم جزو بهترین گزینه ها برای فیلم برداری قرار گیرد.
26,rev-27,این بسیار عالیست و باعث می شود که همانند دیگر مدل های اخیر G پاناسونیک، این دوربین هم جزو بهترین گزینه ها برای فیلم برداری قرار گیرد.,2,data/main/Panasonic Lumix DMC-G6.xml,این بسیار عالیست و باعث می شود که همانند دیگر مدل های اخیر G پاناسونیک، این دوربین هم جزو بهترین گزینه ها برای فیلم برداری قرار گیرد.
45,rev-46,این تبلت در دو نسخه 32 و 64 گیگابایتی تولید گردیده که با امکان پشتیبانی آن از کارت حافظه microSD حداکثر تا 64 گیگابایت دیگر نیز می‌توان به آن افزود که از بابت فضا برای ذخیره اطلاعات، خیال کاربر را کاملا آسوده می‌نماید.,1,data/main/Microsoft Surface RT - 32GB + Keyboard.xml,این تبلت در دو نسخه 32 و 64 گیگابایتی تولید گردیده که با امکان پشتیبانی آن از کارت حافظه microSD حداکثر تا 64 گیگابایت دیگر نیز می‌توان به آن افزود که از بابت فضا برای ذخیره اطلاعات،  خیال کاربر را کاملا آسوده می‌نماید.
7294,-,این تبلت در دو نسخه 32 و 64 گیگابایتی تولید گردیده که با امکان پشتیبانی آن از کارت حافظه microSD حداکثر تا 64 گیگابایت دیگر نیز می‌توان به آن افزود که از بابت فضا برای ذخیره اطلاعات، خیال کاربر را کاملا آسوده می‌نماید.,2,data/extra/Asus VivoTab RT TF600T - 32GB.xml,این تبلت در دو نسخه 32 و 64 گیگابایتی تولید گردیده که با امکان پشتیبانی آن از کارت حافظه microSD حداکثر تا 64 گیگابایت دیگر نیز می‌توان به آن افزود که از بابت فضا برای ذخیره اطلاعات،  خیال کاربر را کاملاً آسوده می‌نماید.
44,rev-45,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.,0,data/main/Samsung Galaxy S III I9305 - 16GB.xml,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.
10007,-,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.,0,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.
8290,-,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است،  عکس بگیرید.
6093,-,این دوربین از همان سنسور تصویر 16 مگاپیکسلی بهره می برد که پیش تر بر روی GH2 نیز استفاده شده بود.,0,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml,این دوربین از همان سنسور تصویر 16 مگاپیکسلی بهره می برد که پیش تر بر روی GH2 نیز استفاده شده بود.
20,rev-21,این دوربین از همان سنسور تصویر 16 مگاپیکسلی بهره می برد که پیش تر بر روی GH2 نیز استفاده شده بود.,1,data/main/Panasonic Lumix DMC-G6.xml,این دوربین از همان سنسور تصویر 16 مگاپیکسلی بهره می برد که پیش تر بر روی GH2 نیز استفاده شده بود.
11412,-,این دوربین رو من از هین سایت خریدم و میخوام بگم فوق العاده است تنها فرق این گوشی با مدل hx20v زومشون هست و همینطور hx30v نسبت به 2 مدل قبلی خودش فقط امکان wifi بهش اضافه شده وگرنه این 3 مدل هیچ فرقی با هم ندارن و فقط بحث سر زومشون هست.,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml,اين دوربين رو من از هين سايت خريدم و ميخوام بگم فوق العاده است تنها فرق اين گوشي با مدل hx20v زومشون هست و همينطور hx30v نسبت به 2 مدل قبلي خودش فقط امکان wifi بهش اضافه شده وگرنه اين 3 مدل هيچ فرقي با هم ندارن و فقط بحث سر زومشون هست.
