dataset_index,text,actual_label,predicted_label,actual_label_name,predicted_label_name,is_correct,label_difference,label_distance,character_count,word_count,error_severity,error_direction
7116,در نهایت، این صفحه نمایش توسط محافظ Gorilla Glass کاور گردیده است.,1,0,positive,neutral,False,-1,1,66,12,adjacent_class_error,predicted_more_negative
2217,زاویه دید صفحه One X Plus نیز بسیار بالاست بطوریکه می‌توان گفت حتی از زاویه دید 178 درجه‌ای، هیچ‌گونه کاهش کیفیتی را مشاهده نخواهیم کرد.,1,2,positive,very_positive,False,1,1,136,25,adjacent_class_error,predicted_more_positive
569,بلندی صدا نیز بسیار مناسب است ولی با این وجود، علاقه‌مندان به موسیقی و تماشای ویدئو بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,1,2,positive,very_positive,False,1,1,139,27,adjacent_class_error,predicted_more_positive
985,این پیشرفت خیلی خوبیست و باعث می شود که عملکرد این دوربین در شرایط ضعیف نوری کاملا برتر باشد و بتوان با سرعت های شاتر بالاتری عکاسی کرد.,2,1,very_positive,positive,False,-1,1,136,28,adjacent_class_error,predicted_more_negative
12586,بزرگترین ضعفش عکساس تو شبه که زیاد دلچسب و مطلوب نیست.,-2,-1,very_negative,negative,False,1,1,54,11,adjacent_class_error,predicted_more_positive
11061,مهم ترین موضوع وجود قلم و دیدگاه آموزشی و علمی و Note خیلی قوی اونه و..,2,0,very_positive,neutral,False,-2,2,71,16,distant_class_error,predicted_more_negative
9572,در ضمن اوج قدرت اپل وقتی مشخص میشه که با یه پردازنده 2 هسته ای داره با 4 هسته ایها مبارزه میکنه و اونها رو به راحتی شکست میده!,2,1,very_positive,positive,False,-1,1,126,29,adjacent_class_error,predicted_more_negative
5396,جایی که یک دفتر چه یادداشت به صورت پیش فرض قرار دارد که می‌توان در آن هر چیزی را به هر شکلی که دوست دارید ثبت نمایید.,1,0,positive,neutral,False,-1,1,117,27,adjacent_class_error,predicted_more_negative
7880,وجود پروژه کره بر روی اندروید 4.1 باعث گردیده که این نسخه از اندروید نسبت به نسخه های پیشین به مراتب روان‌تر باشد.,2,1,very_positive,positive,False,-1,1,114,23,adjacent_class_error,predicted_more_negative
7468,همچنین نور دهی نیز از همین طریق قابل تنظیم است.,1,0,positive,neutral,False,-1,1,47,10,adjacent_class_error,predicted_more_negative
11559,تنظیمات فوکوس نقطه ای عالی داره.,1,2,positive,very_positive,False,1,1,32,6,adjacent_class_error,predicted_more_positive
1333,راستش با چیزایی که شنیده بودم داشتم منصرف میشدم از خریدنش اما حالا که خریدم واقعا بیش از اندازه راضی هستم دوستانی که میگن کیفیت خوبی نداره باید بگم که بهتره این انتقاد رو از هدفونش کنید !,1,0,positive,neutral,False,-1,1,187,38,adjacent_class_error,predicted_more_negative
4791,بدنه ی دوربین محکم است .,1,0,positive,neutral,False,-1,1,24,6,adjacent_class_error,predicted_more_negative
49,ولی میتوان با این قیمت یکی دیگر از اعضای خانواده اکسپریا را خرید - اکسپریا U - که از لحاظ سخت افزاری واقعا با این گوشی قابل قیاس نیست .,0,1,neutral,positive,False,1,1,135,30,adjacent_class_error,predicted_more_positive
7057,این یکی دیگه اخرشه.,1,-1,positive,negative,False,-2,2,19,4,distant_class_error,predicted_more_negative
1997,زیرا جدید ترین و بالا ترین cpuی آیفون است و غیر ممکن است در برنامه ای کم بیاورد.,1,0,positive,neutral,False,-1,1,80,18,adjacent_class_error,predicted_more_negative
5573,بدنه خیلی ساده است ولی به هیچ وجه ضعیف به نظر نمی‌رسد.,1,-1,positive,negative,False,-2,2,54,12,distant_class_error,predicted_more_negative
181,از نظر من خوش دست ترین و کاملترین گوشیه که دیدم ولی با لمس ضعیف دکمه های پایینش با دوستان موافقم .,1,2,positive,very_positive,False,1,1,98,22,adjacent_class_error,predicted_more_positive
8417,اما به جز لنز بهبود بارز بعدی را می توان در نمایشگر دید.,1,0,positive,neutral,False,-1,1,56,13,adjacent_class_error,predicted_more_negative
880,با این حال مقداری عریض‌تر شده و به نظر ما ظاهری جدی‌تر پیدا کرده است.,0,-1,neutral,negative,False,-1,1,69,15,adjacent_class_error,predicted_more_negative
630,کیفیت ساخت خوبی هم دارد.,1,2,positive,very_positive,False,1,1,24,5,adjacent_class_error,predicted_more_positive
6270,اندازه این گوشی زیادی بزرگه.,-1,0,negative,neutral,False,1,1,28,5,adjacent_class_error,predicted_more_positive
317,حرف آخر اینکه اگه اهل بازی و اینترنت با گوشی هستید اس 2 یا وان اس (البته دوربین 8 وان اس رو هم من از 10بهش 6 میدم، ولی بقیه ی امکاناتش در حد عالین!,1,0,positive,neutral,False,-1,1,147,35,adjacent_class_error,predicted_more_negative
8291,صداش واقعا ضعیفه.,-2,0,very_negative,neutral,False,2,2,17,3,distant_class_error,predicted_more_positive
1219,از اینجا به بعد را در مورد قابلیت‌های نرم افزاری گوشی صحبت خواهیم کرد، چرا که کارایی داک آن نیز به قابلیت‌های گوشی وابسته است.,0,1,neutral,positive,False,1,1,126,25,adjacent_class_error,predicted_more_positive
3530,لازم به ذکر است که همانند دیگر گوشی‌های مبتنی بر اندروید 4، گلکسی اس3 نیز از زبان فارسی بطور کامل پشتیبانی می‌کند.,1,0,positive,neutral,False,-1,1,114,22,adjacent_class_error,predicted_more_negative
11165,اگر کیت دوربین Skype را که بطور جداگانه فروخته می شود تهیه کنید می توانید با نرخ های بسیار پایین و یا حتی به رایگان با عزیزان خود در اقصی نقاط جهان روی صفحه عریض تلویزیون تماس های ویدیویی با کیفیت عالی برقرار کنید.,1,2,positive,very_positive,False,1,1,214,44,adjacent_class_error,predicted_more_positive
7620,نسخه 4.1 اندروید تغییرات زیادی نسبت به نسخه قبلی داشته، کمپانی سامسونگ نیز ویجت هایی را برای استفاده کاربر به آن افزوده است.,1,0,positive,neutral,False,-1,1,124,23,adjacent_class_error,predicted_more_negative
7235,این در حالیه که با این پول میتونید هم یه تبلت خوب داشته باشید هم یه گوشی خیلی خوب .,-2,2,very_negative,very_positive,False,4,4,83,20,distant_class_error,predicted_more_positive
13038,(مطمن باشید از خرید این شاهکار apple پشیمان نمیشوید.,2,1,very_positive,positive,False,-1,1,52,9,adjacent_class_error,predicted_more_negative
10221,سلام گوشی فوق‌العاده‌ای هستش از هر نظر هر کی میخواد گوشی با این اطلاعات بخره همینو بخره فقط به اندروید4 اپدیت نکنید بهتره چون سرعتش کم میشه.,1,2,positive,very_positive,False,1,1,140,27,adjacent_class_error,predicted_more_positive
2703,اما خوشبختانه دوربین در این هنگام قفل نمی شود و می توانید عکس بعدی را هم بگیرید.,0,1,neutral,positive,False,1,1,80,17,adjacent_class_error,predicted_more_positive
3260,کیفیت بلندگوهای سری 3 نیز نسبت به رقبا در این بازه قیمتی، بسیار خوب است.,1,2,positive,very_positive,False,1,1,72,15,adjacent_class_error,predicted_more_positive
11796,اندروید 4 رو هم که می گیره که تو این بازه ی قیمتی این گوشی رو منحصر به فرد میکنه.,2,1,very_positive,positive,False,-1,1,81,20,adjacent_class_error,predicted_more_negative
2804,البته کابل HDMI برای اتصال به HDTV ندارد.,-1,0,negative,neutral,False,1,1,41,8,adjacent_class_error,predicted_more_positive
9704,1- بهترین دوربینو نداره PURE VIEW و LUMIA دارن 2 -نه باریکترینه و سبک ترین هم نیست باریک ترین Droid RAZR هست با 7.1 میلیمتر سبک تر از اون Sony Xperia XS با 95 گرم بهترین صفحه نمایشو هم خودشون میگن داره ولی میبینی که مثل باریک ترین و سبک ترین حتما بهترین نیست 16:9 چیزی بود که استیو جابز ازش متنفر بود و اینکه تقریبا همه ی گوشی های دیگه 16:9 هستند و بالاتر از 4 اینچ هم هستند بهترین هدفون دنیا هم نیست خیلی بهتر از اون هم هست,-2,1,very_negative,positive,False,3,3,424,91,distant_class_error,predicted_more_positive
1735,دوربینش بی نقصه .,1,2,positive,very_positive,False,1,1,17,4,adjacent_class_error,predicted_more_positive
3460,از سوی دیگر سرعت اسکن در این دستگاه برای هر صفحه در حدود 15 ثانیه می‌باشد و ویژگی بارز دیگر اسکنر این دستگاه، امکان اسکن خودکار دو رو است.,0,1,neutral,positive,False,1,1,138,29,adjacent_class_error,predicted_more_positive
1730,میشه گفت دیگه هیچ نقصی برای این گوشی وجود نداره.,1,2,positive,very_positive,False,1,1,48,10,adjacent_class_error,predicted_more_positive
8180,شاید بتوان واقعا بزرگترین بهبود را در همین لنز مشاهده کرد چرا که تاثیر مستقیمی بر کیفیت عکس ها دارند و خود گوپرو هم مانور تبلیغاتی زیادی بر روی آن داده است.,2,1,very_positive,positive,False,-1,1,156,32,adjacent_class_error,predicted_more_negative
7440,هرچند که لامپ LED دیگر به زمان گرم شدن احتیاج ندارد و خیلی زود روشن و آماده می‌شود، با این حال برای اسکن یک عکس 6X4 در رزولوشن 300ppi حدود 19 تا 25 ثانیه زمان لازم است.,-1,0,negative,neutral,False,1,1,168,37,adjacent_class_error,predicted_more_positive
12340,دوربین خود همه‌ی تنظیمات را برای گرفتن بهترین و با کیفیت ترین عکس انجام می‌دهد.,1,2,positive,very_positive,False,1,1,79,15,adjacent_class_error,predicted_more_positive
9873,فقط تنها عیبش گران تمام شدن دسترسی به برنامه هاش است.,-1,0,negative,neutral,False,1,1,53,11,adjacent_class_error,predicted_more_positive
2921,باتری پس از باتری قدرتمند Transformer Prime، انتظار بسیار زیادی از باتری TF700 داشتیم.,0,2,neutral,very_positive,False,2,2,86,14,distant_class_error,predicted_more_positive
9915,عاقلانه هم این بوده که طراحان اپل اشتباه iPhone 4 را بر روی 4s تکرار نکنند و ما هم فکر می‌کنیم که این مورد کاملا حل شده باشد.,2,1,very_positive,positive,False,-1,1,125,28,adjacent_class_error,predicted_more_negative
1424,پس بهتره ایرادات این مدل رو هم مرور کنیم:1-هیچ توجه کردین این لپ تاپ CD و DVD درایو نداره !,-1,0,negative,neutral,False,1,1,91,20,adjacent_class_error,predicted_more_positive
4680,امکان گروه بندی اعضای دفتر تلفن وجود نداره.,-1,0,negative,neutral,False,1,1,43,8,adjacent_class_error,predicted_more_positive
346,در یک جمع بندی سریع، می‌توان گفت که کیفیت بلندگوی های G580 در مقایسه با نوت‌بوک های هم رده، کمی بهتر است ولی با این وجود، طرفداران دنیای موسیقی و کسانی که علاقه‌مند به تماشای فیلم با نوت‌بوک خود هستند، بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,0,-1,neutral,negative,False,-1,1,257,51,adjacent_class_error,predicted_more_negative
8515,کیفیت عکس‌ها کاملا ابتدایی است.,-1,2,negative,very_positive,False,3,3,31,5,distant_class_error,predicted_more_positive
5966,به هر صورت فاصله‌ی کانونی معادل 25 میلی متر باعث شده است که این دوربین یکی از وایدترین لنزها را در بین دوربین‌های غیر DSLR داشته باشد.,1,0,positive,neutral,False,-1,1,134,27,adjacent_class_error,predicted_more_negative
5803,سلام بچه ها آندروید 4.1.2 جیلی بین نسخه نهایی برای این گوشی اومده که می تونید دانلود کنید  در نسخه جیلی بین همه این مشکلات برطرف شده یعنی عالی شده.,2,0,very_positive,neutral,False,-2,2,147,30,distant_class_error,predicted_more_negative
8048,کیفیت عکس‌های SX40 HS بالاتر است و در عوض دوربین پاناسونیک عملکردی سریع‌تر، نمایشگری بزرگتر و با کیفیت‌تر، توانایی عکاسی در فرمت RAW و کنترل کامل نوردهی در هنگام فیلم‌برداری را ارایه می‌کند.,0,1,neutral,positive,False,1,1,190,33,adjacent_class_error,predicted_more_positive
7021,Single Core اینتل تونست از دو هسته ای ها جلو بزنه.,1,0,positive,neutral,False,-1,1,50,11,adjacent_class_error,predicted_more_negative
4214,من این گوشی رو یک هفته است گرفتم محشره صفحه بزرگ با کیفیت  سی پی یو قوی  بدون هنگ و گیر - کاملا روان فقط صداش کمه و بقیه امکاناتش عالیه نسخه اندرویدشم 4.1.1 و .,0,2,neutral,very_positive,False,2,2,160,36,distant_class_error,predicted_more_positive
4664,من با گالکسی ای سی که تقریبا هم قیمتش بود مقایسه کردم باز هم اکسپریاری خیلی بیشتر می ارزه چون گالاگسی ای سی مشکلاتی داره مثل کیبورد اسمسش و.,0,2,neutral,very_positive,False,2,2,140,29,distant_class_error,predicted_more_positive
3606,بنابراین اگر جزو کسانی هستید که لپ‌تاپ خود را زیاد جابجا می‌کنید، پیشنهاد می‌کنیم که کابل برق آن را همیشه همراه خود داشته باشید.,0,1,neutral,positive,False,1,1,128,24,adjacent_class_error,predicted_more_positive
10704,البته صفحه نمایش فوق‌العاده‌ی این گوشی دارای نقاط ضعفی نیز می‌باشد که برای مثال می‌توان به زاویه دید متوسط (به خصوص در حالت افقی) و عملکرد نسبتا ضعیف آن در شرایط نوری قوی (مانند فضاهای خارجی و یا زیر نور آفتاب) اشاره کرد.,0,-1,neutral,negative,False,-1,1,221,43,adjacent_class_error,predicted_more_negative
8201,WVGA که دیگر غوغا است و می تواند سرعت فریم 240 را ارائه دهد.,2,1,very_positive,positive,False,-1,1,60,14,adjacent_class_error,predicted_more_negative
8489,"اینک سایز نمایشگر به 3.5 اینچ افزایش پیدا کرده و از رزولوشن 460,000 پیکسلی بهره می‌برد که از 921,000 پیکسل دوربین کانن کیفیت کمتری دارد.",-1,1,negative,positive,False,2,2,136,25,distant_class_error,predicted_more_positive
7547,درضمن گوشی 3d max LG با پردازنده قوی تر وقابلیت ضبط وپخش سه بعدی ازین ارزونتره.,1,0,positive,neutral,False,-1,1,79,16,adjacent_class_error,predicted_more_negative
12937,همچنین صفحه کلید این گوشی طوری طراحی شده که افرادی که ارسال و دریافت پیامک زیادی دارند بتواند به راحتی با این گوشی کار کنند.,1,0,positive,neutral,False,-1,1,124,25,adjacent_class_error,predicted_more_negative
12526,از دیگر امکانات نیز می‌توان به ژیروسکوپ؛ علاوه بر سنسور شتاب سنج، سنسور نوری، سنسور Proximity، A-GPS و قطب‌نمای دیجیتال اشاره کرد.,1,0,positive,neutral,False,-1,1,130,22,adjacent_class_error,predicted_more_negative
1910,اپل رو واقعا دوست دارم.,1,0,positive,neutral,False,-1,1,23,5,adjacent_class_error,predicted_more_negative
10313,کلا سونی اریکسون نسبت به پولی که هزینه می کنید گوشیهای خوبی داره.,1,2,positive,very_positive,False,1,1,65,13,adjacent_class_error,predicted_more_positive
8306,گوشی بسیار قدرتمند و باکیفیتیه فقط باطریش در حد و اندازه این گوشی نیست,1,2,positive,very_positive,False,1,1,70,14,adjacent_class_error,predicted_more_positive
732,توی یک هفته کار با این مدل هیچ گونه اثری از کرش یا کم شدن سرعت علیرغم نصب بازی های سنگین و انواع نرم افزارهای مهندسی ندیدم ، این مدل تنها مشکلش که زیادم به چشم نمیاد عدم وجود نور پس زمینه صفحشه .,0,-1,neutral,negative,False,-1,1,195,44,adjacent_class_error,predicted_more_negative
9244,کسانی که پیش از این کاربر دوربین های 500D، 550D و 600D بوده اند و با فیلم برداری آن ها کار کرده اند حتما متوجه این موضوع شده اند که در مود Live view و هنگام فیلم برداری، فوکوس خودکار فوق العاده کندتر صورت می گیرد و احیانا پر اشتباه.,-2,2,very_negative,very_positive,False,4,4,232,50,distant_class_error,predicted_more_positive
3981,من بین خرید دوربین canon 40x و این دوربین سونی خیلی مردد بودم .,0,2,neutral,very_positive,False,2,2,63,14,distant_class_error,predicted_more_positive
1053,این دوربین شوتینگ مودهای مختلفی دارد که از طریق منوها قابل دسترسی هستند.,1,0,positive,neutral,False,-1,1,72,13,adjacent_class_error,predicted_more_negative
3082,بله با تبلت هایی که داره میاد حتما به دردش میخوره و برا اینکه از تبلت های جدید اندرویدی عقب نمونه باید استانداردهاشو بالا می برد.,0,1,neutral,positive,False,1,1,129,26,adjacent_class_error,predicted_more_positive
11409,اگر اهل نوشتن و خوندن به زبان انگلیسی باشد و صدالبته اس ام اس زدن با این زبان ، دیکشنری گوشی به همراه امکان نوشتن کلمات فقط با حرکت انگشت روی صفحه فوق العاده است(Gesture Typing) .,2,-1,very_positive,negative,False,-3,3,179,37,distant_class_error,predicted_more_negative
10000,یک وسیله با 3 کاربرد !,1,0,positive,neutral,False,-1,1,22,6,adjacent_class_error,predicted_more_negative
3604,این میزان بدین معناست که در مصارف روزمره عادی E1-531 می‌تواند بین 4 تا 5 (بسته به نوع پردازنده و پردازشگر گرافیکی) شارژ دهی کند.,0,1,neutral,positive,False,1,1,128,25,adjacent_class_error,predicted_more_positive
8820,در مورد دوربین هم بسیار باکیفیت ساخته شده و در بدنه مشکل نیست فقط صفحه نمایش کیفیت پایینی دارد.,0,2,neutral,very_positive,False,2,2,95,19,distant_class_error,predicted_more_positive
9239,به خصوص در فیلم برداری!,0,1,neutral,positive,False,1,1,23,5,adjacent_class_error,predicted_more_positive
7065,این گوشی جای هیچ حرف و حدیثی نذاشته.,1,2,positive,very_positive,False,1,1,36,8,adjacent_class_error,predicted_more_positive
6366,در قلب Galaxy S II یک پردازنده‌ی بسیار قدرتمند دو هسته ای با سرعت 1.2 گیگاهرتز قرار گرفته که در زمان ورود Galaxy S II به بازار در سال 2011 فوق‌العاده بود، اما در حال حاضر و در بین دنیای چهار هسته ایها حرف خاصی برای گفتن ندارد.,-1,2,negative,very_positive,False,3,3,226,48,distant_class_error,predicted_more_positive
3047,هر وقت هم محل جغرافیایی رو دستی وارد کنی که اب و هوا رو لود کنه یه بار نشون میده چند بار کلا نشون نمیده من که نفهمیدم مشکل کجاست.,0,-1,neutral,negative,False,-1,1,129,30,adjacent_class_error,predicted_more_negative
1957,من یه گوشی سیمبیان دارم، اما با سیستم عامل اندروید و ios کار کردم و راستش باید بگم از دید من هر کدوم خوبیها و بدیهای خودشون رو دارن، و اینکه بستگی به خود کاربر داره که از رابط کاربری کدوم سیستم عامل بیشتر لذت میبره اما اگه بخوام نظر خودمو بعنوان کسی که با هر دو سیستم عامل به یک اندازه کار کرده بگم، باید بگم از دید من اولا تا کسی با یک سیستم عاملی کار نکرده باشه(یعنی تجربه استفاده شخصی از اون سیستم عامل رو نداشته باشه) واقعا نباید بیاد اون رو با یه سیستم عاملی که ازش استفاده کرده مقایسه کنه و راجع بهش نظر بده و ثانیا بنظرم اپل یه سری برتری های قاطعانه نسبت به برندهای دیگه داره(حقیقتا من نه طرفدار سرسخت اپلم و نه طرفدار سرسخت سامسونگ و یا ال جی و یا کمپانی های دیگه، اما همشون رو دوست دارم چون خوب کار کردن)که یه سری از این برتری ها بخاطر سیستم عاملشه(نرم افزار)ویه سری دیگه بخاطر برتری های ساختاری تو محصولاتشه، مثلا شکی تو این نیست که ios با یک پردازنده 2 هسته ای روی آیفون 4s از نظر پردازشی بهتر از مثلا اچ تی سی 4 هسته ای وان x عمل میکنه و این بخاطر بهره مندی بهینه ios از پردازندست.,0,1,neutral,positive,False,1,1,993,211,adjacent_class_error,predicted_more_positive
6915,در مورد وان ایکس هم همین حرف ها گفته می شد که باتریش ضعیفه اما من یکی از دوستام داشت و وقتی باهاش کار می کنم مثل بقیه ی گوشی های اندرویدی باتری مصرف میکنه.,1,-2,positive,very_negative,False,-3,3,155,35,distant_class_error,predicted_more_negative
185,من این گوشی و دو ماهه گرفتم رزولوشنش خیلی خوبه ولی اگر بخواد بکلایتش روشن باشه خیلی خوب میشه ولی باطری به یک روز هم نمیرسه درضمن وای فایش هم زیاد قاطی میکنه یه مشکل دیگه هم که داره اینه که شیشه اش ضد خش نیست در کل اگر این مسائل براتون مهم نباشه گوشی خوبیه,0,1,neutral,positive,False,1,1,255,56,adjacent_class_error,predicted_more_positive
10395,روی کاغذ که عالی هست و بی رقیب ولی باید بیاد و ببینیم چطوره.,1,2,positive,very_positive,False,1,1,60,14,adjacent_class_error,predicted_more_positive
5013,امکانات کلی XBOX 360 • هارددیسک پرتابل این دستگاه به یک هارددیسک بیست گیگابایتی SATA مجهز می‌باشد که امکان ذخیره‌ی بازی، موسیقی و دموهای مختلف را به کاربر می‌دهد.,0,1,neutral,positive,False,1,1,162,29,adjacent_class_error,predicted_more_positive
9435,• صفحه نمایشصفحه نمایش 4 اینچی به کار رفته در این گوشی با فناوری نور پس زمینه LED-Backlit که از تکنولوژی Bravia سونی بهره برده است ، کنتراست رنگ بسیار خوب و رنگ‌های بسیار زنده‌ای را تولید می‌نماید.,2,1,very_positive,positive,False,-1,1,197,38,adjacent_class_error,predicted_more_negative
11966,در زمان استفاده بیشتر از گوشی قسمت پشت از سمت دوربین داغ میکند.,-1,0,negative,neutral,False,1,1,63,13,adjacent_class_error,predicted_more_positive
10065,به علاوه خروجی تصویری HDMI و پورت شبکه Ethernet نیز وجود دارند.,0,1,neutral,positive,False,1,1,63,12,adjacent_class_error,predicted_more_positive
9658,بعد از استیو iphone هم مرد دو ساله منتظریم اونوقت یه گوشی می زنن که هیچ چیز خاصی نداره.,-2,0,very_negative,neutral,False,2,2,87,19,distant_class_error,predicted_more_positive
4036,با تشکر از سایت بسیار عالی دیجی کالا که خیلی کمک به انتخاب بهترین‌ها می کنه,1,2,positive,very_positive,False,1,1,75,16,adjacent_class_error,predicted_more_positive
7001,به نظر من گوشی های HTC دو تا مشکل بزرگ دارن 1:باتری ضعیف، 2:نداشتن OTG یا همان USB ON the go,-1,-2,negative,very_negative,False,-1,1,92,21,adjacent_class_error,predicted_more_negative
5871,طوری که اگه یه بار از دستتون بیوفته خراب می‌شه.,-1,0,negative,neutral,False,1,1,47,10,adjacent_class_error,predicted_more_positive
9517,با صفحه ی 4 اینچی یک ردیف به برنامه ها اضافه شده در ضمن اپل مثل اکثر برند ها نیست که هر موبایلش رو با یک قیافه بده بیرون اپل میخواهد شکل اولیه ی خودش رو حفظ کنه.,1,0,positive,neutral,False,-1,1,161,38,adjacent_class_error,predicted_more_negative
2847,سخت افزار گوشی True HD یکی از برترین سخت افزار های در بین گوشی‌های 2 هسته ای به شمار می‌رود.,2,1,very_positive,positive,False,-1,1,92,20,adjacent_class_error,predicted_more_negative
7812,جمع بندی به هر حال، تبلتی که در هفته اول فروش بیش از 3 میلیون دستگاه فروش رفته است، نمی‌تواند تبلت بدی باشد.,1,0,positive,neutral,False,-1,1,108,23,adjacent_class_error,predicted_more_negative
7918,از دیدن فیلم های Full HD لذت ببرید.,2,1,very_positive,positive,False,-1,1,35,8,adjacent_class_error,predicted_more_negative
9594,گرفتنش تو دست با توجه به کوچکتر بودن صفحه نمایش اون نسبت بقیه گوشیهای هم رده راحت تره مثلا گرفتن s3 یکم سخته.,1,-1,positive,negative,False,-2,2,109,23,distant_class_error,predicted_more_negative
2135,دوستان سلام راستش من هم در اوایل معرفی ایفون ٥ نسبت بهش بدبین بودم و همش با ٤ اس خودم مقایسه می کردم اما زمانی که گوشی رو خریدم و بعد از چند روز که بهش عادت کردم فهمیدم واقعا محشره شاید علت اینکه بسیاری از دوستان بهش انتقاد دارن قیمت بالای اونه که برای من که حداقل دو سال گوشی را نگه می دارم قیمت در اولیت نیست مزایای این گوشی١.,1,-1,positive,negative,False,-2,2,328,72,distant_class_error,predicted_more_negative
11790,این مشکل قاطی کردن دکمه ی بک و منو هم که دوستان بهش اشاره کردن تا حالا اصلا برام پیش نیومده.,1,0,positive,neutral,False,-1,1,92,21,adjacent_class_error,predicted_more_negative
