dataset_index,text,actual_label,predicted_label,actual_label_name,predicted_label_name,is_correct,label_difference,label_distance,character_count,word_count,error_severity,error_direction
10768,از بدنه ی حرفه‌ای‌تر این دوربین نسبت به مدل پیشین که بگذریم، بزرگترین پیشرفت که باعث شگفتی همگان هم شد، در لنز این دوربین بوده است.,1,2,positive,very_positive,False,1,1,131,26,adjacent_class_error,predicted_more_positive
6614,با وزن تنها 270 گرم نیز یکی از سبک وزن ترین‌ها می‌باشد.,2,1,very_positive,positive,False,-1,1,55,12,adjacent_class_error,predicted_more_negative
7116,در نهایت، این صفحه نمایش توسط محافظ Gorilla Glass کاور گردیده است.,1,0,positive,neutral,False,-1,1,66,12,adjacent_class_error,predicted_more_negative
2217,زاویه دید صفحه One X Plus نیز بسیار بالاست بطوریکه می‌توان گفت حتی از زاویه دید 178 درجه‌ای، هیچ‌گونه کاهش کیفیتی را مشاهده نخواهیم کرد.,1,2,positive,very_positive,False,1,1,136,25,adjacent_class_error,predicted_more_positive
569,بلندی صدا نیز بسیار مناسب است ولی با این وجود، علاقه‌مندان به موسیقی و تماشای ویدئو بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,1,2,positive,very_positive,False,1,1,139,27,adjacent_class_error,predicted_more_positive
985,این پیشرفت خیلی خوبیست و باعث می شود که عملکرد این دوربین در شرایط ضعیف نوری کاملا برتر باشد و بتوان با سرعت های شاتر بالاتری عکاسی کرد.,2,1,very_positive,positive,False,-1,1,136,28,adjacent_class_error,predicted_more_negative
12586,بزرگترین ضعفش عکساس تو شبه که زیاد دلچسب و مطلوب نیست.,-2,-1,very_negative,negative,False,1,1,54,11,adjacent_class_error,predicted_more_positive
4145,من چند روزیه این گوشی رو خریدم و به نظر من که در ماه شاید 2-3 تا گوشی عوض میکنم با این قیمت میشه گفت فوق‌العادست برای خریدش شک نکنید,2,2,very_positive,very_positive,True,0,0,132,30,correct,correct
11061,مهم ترین موضوع وجود قلم و دیدگاه آموزشی و علمی و Note خیلی قوی اونه و..,2,0,very_positive,neutral,False,-2,2,71,16,distant_class_error,predicted_more_negative
395,کیفیت نمایشگر خیلی خوب است و به دلیل لمسی بودن، باعث شده که بیشتر دکمه‌های فیزیکی از روی بدنه‌ی دوربین حذف شوند.,2,2,very_positive,very_positive,True,0,0,112,22,correct,correct
11775,از اونجایی که معماری چیپست (Chipset) مدل مینی پرو از مدل مینی جدیدتره، مشکل داغ کردنش تا حدود زیادی نسبت به مدل مینی کمتر مشاهده میشه و استفاده کنندگان شکایت کمتری رو در این خصوص گزارش دادن پس بنابراین مشکل داغ شدن تا حدود زیادی در مدل مینی پرو حل شده و در حد معقوله.,1,1,positive,positive,True,0,0,267,55,correct,correct
9572,در ضمن اوج قدرت اپل وقتی مشخص میشه که با یه پردازنده 2 هسته ای داره با 4 هسته ایها مبارزه میکنه و اونها رو به راحتی شکست میده!,2,1,very_positive,positive,False,-1,1,126,29,adjacent_class_error,predicted_more_negative
3592,• سخت افزار داخلی اکثر مدل‌های E1-531 از نسل دوم پردازنده های دو هسته ای Intel Core i3 و Core i5 استفاده می‌کند.,0,0,neutral,neutral,True,0,0,112,23,correct,correct
5396,جایی که یک دفتر چه یادداشت به صورت پیش فرض قرار دارد که می‌توان در آن هر چیزی را به هر شکلی که دوست دارید ثبت نمایید.,1,0,positive,neutral,False,-1,1,117,27,adjacent_class_error,predicted_more_negative
11784,سلام من حدودا یک ماه هست که این گوشی رو گرفتم و باید بگم که نسبت به امکاناتش و در مقایسه با بقیه مدلهای با همین امکانات، محشره!,2,2,very_positive,very_positive,True,0,0,127,28,correct,correct
5050,دیگر کاربردها • قابلیت اجرای دیسک‌هایDVD و CD • پخش تمام فرمت‌های صوتی و تصویری از جمله DIVX • اتصال به کامپیوتر توسط کابلUSB • ذخیره‌سازی اطلاعات تا حجم ۱۲۰ گیگابایت • اتصال به شبکه برای انجام بازی‌های گروهی • اتصال به اینترنت سوالات متداول سوال: منظور ازRegion در کنسول چیست و این ریجن‌ها چه تفاوتی با هم دارند؟,0,0,neutral,neutral,True,0,0,313,59,correct,correct
2587,به نظرم نمیشه این دوربین نیمه حرفه ای را با Canon IXUS 1000 HS مقایسه کرد زوم 24 برابر و کیفیت 14 مگا پیکسل کجا و Canon IXUS 1000 HS کجا بهتره با توجه به دسته بندی دوربین ها مقایسه انجام بشه,0,0,neutral,neutral,True,0,0,190,42,correct,correct
7617,در قسمت پایین صفحه نمایش، 5 میانبر به برنامه‌ها قرار دارند که چهار تای آن‌ها قابل تغییر توسط کاربر می‌باشند.,0,0,neutral,neutral,True,0,0,108,20,correct,correct
1263,من دیروز برای مادرم یک عدد رنگ قرمزش رو خریدم و امکانات خوبی داره مثل CPU 1GHz و آندروید 4.1 که واقعا با این قیمت خیلی خوبه ولی یک مشکل داره که دو کلید لمسی اطراف کلید Home چراغ هاش روشن نمیشه.,1,1,positive,positive,True,0,0,193,42,correct,correct
7880,وجود پروژه کره بر روی اندروید 4.1 باعث گردیده که این نسخه از اندروید نسبت به نسخه های پیشین به مراتب روان‌تر باشد.,2,1,very_positive,positive,False,-1,1,114,23,adjacent_class_error,predicted_more_negative
8134,منتها چرا cpu 600 Mh گذاشتن .,0,0,neutral,neutral,True,0,0,29,7,correct,correct
10726,لازم به ذکر است که بر خلاف مدل مشابه یعنی Xperia T، باتری این گوشی توسط کاربر قابل تعویض می‌باشد.,1,1,positive,positive,True,0,0,97,20,correct,correct
7468,همچنین نور دهی نیز از همین طریق قابل تنظیم است.,1,0,positive,neutral,False,-1,1,47,10,adjacent_class_error,predicted_more_negative
11559,تنظیمات فوکوس نقطه ای عالی داره.,1,2,positive,very_positive,False,1,1,32,6,adjacent_class_error,predicted_more_positive
7212,کافیه با مدلهای مشابه برند های دیگه مقایسه کنید.,0,0,neutral,neutral,True,0,0,48,9,correct,correct
1333,راستش با چیزایی که شنیده بودم داشتم منصرف میشدم از خریدنش اما حالا که خریدم واقعا بیش از اندازه راضی هستم دوستانی که میگن کیفیت خوبی نداره باید بگم که بهتره این انتقاد رو از هدفونش کنید !,1,0,positive,neutral,False,-1,1,187,38,adjacent_class_error,predicted_more_negative
4791,بدنه ی دوربین محکم است .,1,0,positive,neutral,False,-1,1,24,6,adjacent_class_error,predicted_more_negative
49,ولی میتوان با این قیمت یکی دیگر از اعضای خانواده اکسپریا را خرید - اکسپریا U - که از لحاظ سخت افزاری واقعا با این گوشی قابل قیاس نیست .,0,1,neutral,positive,False,1,1,135,30,adjacent_class_error,predicted_more_positive
5153,البته دسته‌ی بازی طراحی شده در این کنسول از لحاظ طراحی شباهت فراوانی به دسته‌ی بازی نوع S کنسول XBOX دارد.,0,0,neutral,neutral,True,0,0,106,21,correct,correct
5775,به عنوان یک گوشی تلفن همراه با چنین ویژگی‌ها و فناوری‌های خیره‌کننده‌ای، Galaxy S II گوشی آسانی برای جمع بندی و اظهار نظر است.,1,1,positive,positive,True,0,0,126,24,correct,correct
10702,چنین تراکم پیکسلی بالایی، حتی کوچک‌ترین جزئیات و متون را کاملا شفاف نشان می‌دهد.,2,2,very_positive,very_positive,True,0,0,80,14,correct,correct
7057,این یکی دیگه اخرشه.,1,-1,positive,negative,False,-2,2,19,4,distant_class_error,predicted_more_negative
6826,خوش ساخت گران قیمت,0,0,neutral,neutral,True,0,0,18,4,correct,correct
1547,در نهایت می‌توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست، جائیکه از یک تبلت با این امکانات و قدرت، انتظار بیشتری می‌رفت ولی توسط سامسونگ برآورده نشد.,-1,-1,negative,negative,True,0,0,160,32,correct,correct
1997,زیرا جدید ترین و بالا ترین cpuی آیفون است و غیر ممکن است در برنامه ای کم بیاورد.,1,0,positive,neutral,False,-1,1,80,18,adjacent_class_error,predicted_more_negative
7153,سلام این هارد خیلی مقاومه (در برابر ضربه تستش کردم ) ولی از اولش که گرفتمش سیم رابطش مشکل داشت .,0,0,neutral,neutral,True,0,0,96,21,correct,correct
6383,اما صفحه کلید لمسی یا همان صفحه کلید مجازی روی نمایشگر Galaxy S II فوق‌العاده است.,2,2,very_positive,very_positive,True,0,0,82,16,correct,correct
1478,سلام من این دوربین رو چند وقت پیش خریدم صفحه نمایش لمسی اون بزرگ و خوبه، تاچش هم مشکلی نداره عکس برداری و فیلم برداریش هم عالیه(باتوجه به قیمت)تنها مشکلش نداشتن افکت های عکس برداری و تشخیص لبخنده، که فکر نکنم زیاد مهم باشه لازم به ذکره این دوربین حسگر ژیروسکوپ هم داره درکل در این محدوده قیمت بهترین گزینه است.,1,1,positive,positive,True,0,0,310,61,correct,correct
4730,در انتها دو تا گوشی رو پسندید: Sony Ericsson Xperia Ray و Sony Xperia Uو بخاطر اینکه میخواست نرم افزار و بازی های زیادی روش نصب کنه و سونی اکسپریا یو از نظر حافظه محدودیت داره سونی اریکسون اکسپریا ری رو خرید.,0,0,neutral,neutral,True,0,0,208,42,correct,correct
6477,استقامتشم خوبه وقتی تو دست میگیریش کیفیت ساخت رو حس میکنی اگر دنبال یه هارد بی دردسر میگردین از لحاظ اندازه و سرعت و استقامت این عالیه.,2,2,very_positive,very_positive,True,0,0,135,27,correct,correct
8782,تراکم پیکسلی این صفحه 217ppi می‌باشد با اینکه تراکم پیکسلی خیلی خوبی نیست، اما انتظارات را از یک گوشی در این سطح برآورده می‌نماید.,1,1,positive,positive,True,0,0,130,24,correct,correct
3713,ولی در صورت استفاده از آهنگ و موسیقی متاسفانه شارژش زود تمام میشود.,-1,-1,negative,negative,True,0,0,67,13,correct,correct
5408,همچنین 4 میانبر قابل تغییر نیز وجود دارند که می‌توان آن‌ها را به هر برنامه ای تخصیص داد.,0,0,neutral,neutral,True,0,0,88,18,correct,correct
11963,کابل یو اس بی کابل شارژ کوچک انتخاب شده و مثل گوشیهای سونی و .,0,0,neutral,neutral,True,0,0,62,15,correct,correct
13018,ظرفیت 60 گیگابایتی دوربین به شما امکان می‌دهد حداکثر تا 5 ساعت به صورت XP یا 7 ساعت به صورت SP کار کنید.,0,0,neutral,neutral,True,0,0,104,23,correct,correct
9993,جواب دادن به سوال نخست کمی سخت‌تر است.,-1,-1,negative,negative,True,0,0,38,8,correct,correct
9936,این در واقع یک شاخه از پروژه‌ی DARPA با نام CALO می‌باشد که در اوایل سال 2010 اپل این کمپانی را خرید و اکنون از عملکردهای آن در iOS 5 استفاده می‌کند.,0,0,neutral,neutral,True,0,0,149,32,correct,correct
1992,چه برسه به چیپست A6 که به گفته ی اپل دو برابر در CPU و GPU از آیفون 4S قوی تر است.,0,0,neutral,neutral,True,0,0,82,22,correct,correct
5573,بدنه خیلی ساده است ولی به هیچ وجه ضعیف به نظر نمی‌رسد.,1,-1,positive,negative,False,-2,2,54,12,distant_class_error,predicted_more_negative
2697,"از همه جالب تر اینکه شما می توانید به راحتی و به طور کامل بین استفاده از چشمی اپتیکال و الکترونیکی سویچ کنید تا به طور کامل تصویر یک چشمی الکترونیکی با رزولوشن 1,440,000 پیکسل برای شما به نمایش در آید.",1,1,positive,positive,True,0,0,201,41,correct,correct
9969,برای مثال در بنچ مارک SunSpider 9.1 JavaScript ما توانستیم به عدد خیلی خوب 2200 میلی‌ثانیه برسیم و این در حالی است که متوسطی که برای iPhone 4 بدست آوردیم 3700 میلی‌ثانیه بود که در نتیجه 4s بسیار سریع‌تر است.,2,2,very_positive,very_positive,True,0,0,207,40,correct,correct
181,از نظر من خوش دست ترین و کاملترین گوشیه که دیدم ولی با لمس ضعیف دکمه های پایینش با دوستان موافقم .,1,2,positive,very_positive,False,1,1,98,22,adjacent_class_error,predicted_more_positive
8417,اما به جز لنز بهبود بارز بعدی را می توان در نمایشگر دید.,1,0,positive,neutral,False,-1,1,56,13,adjacent_class_error,predicted_more_negative
388,مود خلاقانه تر Program هم وجود دارد.,1,1,positive,positive,True,0,0,36,7,correct,correct
4224,دوربینش در روشنایی خوب عمل میکنه و در نور کم مطلوب نیست.,0,0,neutral,neutral,True,0,0,56,12,correct,correct
880,با این حال مقداری عریض‌تر شده و به نظر ما ظاهری جدی‌تر پیدا کرده است.,0,-1,neutral,negative,False,-1,1,69,15,adjacent_class_error,predicted_more_negative
638,توی رنج قیمتش بهترینه ..,2,2,very_positive,very_positive,True,0,0,24,5,correct,correct
3022,و مهمترین دلیلی که من اینفینیتی رو عوض کردم نداشتن قابلیت استفاده از سیم کارت بود.,-1,-1,negative,negative,True,0,0,82,16,correct,correct
630,کیفیت ساخت خوبی هم دارد.,1,2,positive,very_positive,False,1,1,24,5,adjacent_class_error,predicted_more_positive
7624,همچنین کیفیت فیلم برداری این دوربین HD و با سرعت 30 فریم بر ثانیه می‌باشد.,0,0,neutral,neutral,True,0,0,74,15,correct,correct
4071,این به این معناست که از صفحه نمایش آن نمی‌توان انتظار تصویر چندان خوبی در مقابل صفحه نمایش‌های Super AMOLED و یا Super Clear LCD را داشت.,-1,-1,negative,negative,True,0,0,137,27,correct,correct
6270,اندازه این گوشی زیادی بزرگه.,-1,0,negative,neutral,False,1,1,28,5,adjacent_class_error,predicted_more_positive
2915,محیط رابط کاربری به لطف پردازنده بسیار قدرتمند چهار هسته ای حتی زمانی که از تصویر پس زمینه متحرک استفاده کردیم، کاملا روان است.,2,2,very_positive,very_positive,True,0,0,127,24,correct,correct
317,حرف آخر اینکه اگه اهل بازی و اینترنت با گوشی هستید اس 2 یا وان اس (البته دوربین 8 وان اس رو هم من از 10بهش 6 میدم، ولی بقیه ی امکاناتش در حد عالین!,1,0,positive,neutral,False,-1,1,147,35,adjacent_class_error,predicted_more_negative
4762,لنز واید ، از کجا میشه تهیه کرد و قیمتش حدودا چقده؟,0,0,neutral,neutral,True,0,0,51,12,correct,correct
2030,برخلاف تمام پیش بینیهای اغراق آمیز .,0,0,neutral,neutral,True,0,0,36,7,correct,correct
12253,دوربین بسیار خوبیه هم عکساش خوبه هم فیلمش که عالیه ، فقط سایز خود دوربین خیلی کوچیکه.,2,2,very_positive,very_positive,True,0,0,85,17,correct,correct
8291,صداش واقعا ضعیفه.,-2,0,very_negative,neutral,False,2,2,17,3,distant_class_error,predicted_more_positive
1070,از نظر عملکرد در حساسیت‌های مختلف هم باید گفت که، نویز تنها از ایزو 800 می‌تواند مقداری مشکل ساز باشد.,-1,-1,negative,negative,True,0,0,102,20,correct,correct
1219,از اینجا به بعد را در مورد قابلیت‌های نرم افزاری گوشی صحبت خواهیم کرد، چرا که کارایی داک آن نیز به قابلیت‌های گوشی وابسته است.,0,1,neutral,positive,False,1,1,126,25,adjacent_class_error,predicted_more_positive
3530,لازم به ذکر است که همانند دیگر گوشی‌های مبتنی بر اندروید 4، گلکسی اس3 نیز از زبان فارسی بطور کامل پشتیبانی می‌کند.,1,0,positive,neutral,False,-1,1,114,22,adjacent_class_error,predicted_more_negative
8092,قرمزش قشنگه.,1,1,positive,positive,True,0,0,12,2,correct,correct
11780,اما با این قیمت نه سامسونگ، نه ال جی، نه جی ال ایکس، نه اپل، نه نوکیا هچ مدلی ندارن که به تو ارائه بدن که این همه امکانات داشته باشه و به درد بخور هم باشه!,1,1,positive,positive,True,0,0,155,37,correct,correct
6840,با نگه داشتن کلید پاور برای چند لحظه موبایل خاموش میشه.,0,0,neutral,neutral,True,0,0,55,11,correct,correct
11165,اگر کیت دوربین Skype را که بطور جداگانه فروخته می شود تهیه کنید می توانید با نرخ های بسیار پایین و یا حتی به رایگان با عزیزان خود در اقصی نقاط جهان روی صفحه عریض تلویزیون تماس های ویدیویی با کیفیت عالی برقرار کنید.,1,2,positive,very_positive,False,1,1,214,44,adjacent_class_error,predicted_more_positive
11200,هرچند که 6D مجهز به GPS و Wi-Fi داخلی است ولی به طور کلی می توان گفت که D600 با توجه به بهره گیری از سیستم فوکوس خودکار پیشرفته تر، دو شیار کارت حافظه، چشمی اپتیکال با توانایی 100 درصد میدان دید، و فلاش داخلی دوربین مجهز تری می باشد.,1,1,positive,positive,True,0,0,233,50,correct,correct
7620,نسخه 4.1 اندروید تغییرات زیادی نسبت به نسخه قبلی داشته، کمپانی سامسونگ نیز ویجت هایی را برای استفاده کاربر به آن افزوده است.,1,0,positive,neutral,False,-1,1,124,23,adjacent_class_error,predicted_more_negative
10752,کانن رقیب این کمپانی فکر میکنم آپدیت منطقی تری از مدل قبلی بیرون داده(canon sx280) .,0,0,neutral,neutral,True,0,0,84,16,correct,correct
7235,این در حالیه که با این پول میتونید هم یه تبلت خوب داشته باشید هم یه گوشی خیلی خوب .,-2,2,very_negative,very_positive,False,4,4,83,20,distant_class_error,predicted_more_positive
8926,کیفیت ساخت همان ترکیب همیشگی پلاستیک و فلز است.,0,0,neutral,neutral,True,0,0,47,9,correct,correct
13038,(مطمن باشید از خرید این شاهکار apple پشیمان نمیشوید.,2,1,very_positive,positive,False,-1,1,52,9,adjacent_class_error,predicted_more_negative
1207,تصور کنید که در حال کار با تبلت هستید و گوشی در داک قرار دارد، در همین زمان یک تماس ورودی با شما انجام می‌پذیرد.,0,0,neutral,neutral,True,0,0,112,25,correct,correct
7223,واقعا ارزش خرید داره.,2,2,very_positive,very_positive,True,0,0,21,4,correct,correct
9323,در حقیقت دوربینی چون SX40 HS و مدل های پیشین آن هم در همین رده قرار می گیرند، هرچند که شباهت آن به دوربین های Bridge خیلی بیشتر می باشد.,0,0,neutral,neutral,True,0,0,136,30,correct,correct
10671,گوشی زیبایی هست اما به نظر من htc buttrfly بهتره .,-1,-1,negative,negative,True,0,0,50,11,correct,correct
10221,سلام گوشی فوق‌العاده‌ای هستش از هر نظر هر کی میخواد گوشی با این اطلاعات بخره همینو بخره فقط به اندروید4 اپدیت نکنید بهتره چون سرعتش کم میشه.,1,2,positive,very_positive,False,1,1,140,27,adjacent_class_error,predicted_more_positive
7449,قبل از خرید رفتم تو یه فروشگاه تا ببینم قیمتش نسبت به سایت چطوریه.,0,0,neutral,neutral,True,0,0,66,14,correct,correct
2703,اما خوشبختانه دوربین در این هنگام قفل نمی شود و می توانید عکس بعدی را هم بگیرید.,0,1,neutral,positive,False,1,1,80,17,adjacent_class_error,predicted_more_positive
9693,"خدایی بگم, قیمتشم هر چی باشه ارزش داره دیگه محصول اپل و کلاس کاری خودش ..",1,1,positive,positive,True,0,0,73,16,correct,correct
927,در ضمن دکمه ی iA یا همان اتوماتیک هوشمند نیز در همان قسمت بالا قرار دارد.,0,0,neutral,neutral,True,0,0,73,16,correct,correct
7554,کلیپ فول اچ دی ..,0,0,neutral,neutral,True,0,0,17,5,correct,correct
12135,عکس های گرفته شده توسط این دوربین نیز بر روی انواع کارت های حافظه ی SD ذخیره می شوند.,0,0,neutral,neutral,True,0,0,85,19,correct,correct
3260,کیفیت بلندگوهای سری 3 نیز نسبت به رقبا در این بازه قیمتی، بسیار خوب است.,1,2,positive,very_positive,False,1,1,72,15,adjacent_class_error,predicted_more_positive
11796,اندروید 4 رو هم که می گیره که تو این بازه ی قیمتی این گوشی رو منحصر به فرد میکنه.,2,1,very_positive,positive,False,-1,1,81,20,adjacent_class_error,predicted_more_negative
2804,البته کابل HDMI برای اتصال به HDTV ندارد.,-1,0,negative,neutral,False,1,1,41,8,adjacent_class_error,predicted_more_positive
9704,1- بهترین دوربینو نداره PURE VIEW و LUMIA دارن 2 -نه باریکترینه و سبک ترین هم نیست باریک ترین Droid RAZR هست با 7.1 میلیمتر سبک تر از اون Sony Xperia XS با 95 گرم بهترین صفحه نمایشو هم خودشون میگن داره ولی میبینی که مثل باریک ترین و سبک ترین حتما بهترین نیست 16:9 چیزی بود که استیو جابز ازش متنفر بود و اینکه تقریبا همه ی گوشی های دیگه 16:9 هستند و بالاتر از 4 اینچ هم هستند بهترین هدفون دنیا هم نیست خیلی بهتر از اون هم هست,-2,1,very_negative,positive,False,3,3,424,91,distant_class_error,predicted_more_positive
