source_index,text,polarity,label_id,split
2944,خدا کنه حداقل با گارانتی این ضعف ایسوس پوشش داده بشه وگرنه با اینکه تبلتی بسیار بسیار فوق العاده است توصیه میکنم برای خریدنش عجله نکنید از همین سایت نحوه پوشش گارانتی رو اطلاع میدم,-1,1,train
2097,با یک اندازه با یک مشخصات سخت افزاری و البته مقدار زیادی پول بعد از آن هم کلی محدودیت.,-1,1,train
11496,متاسفانه این شیشه ای بودن قاب پشتی گوشی باعث می‌شود که کاملا مستعد جذب اثر انگشت باشد.,-1,1,train
967,حتما دلایلی برای این کار داشته، با این حال به نظر ما که این یک فقدان خیلی بد است چرا که همواره استفاده از چشمی های اپتیکال در زیر نور شدید آفتاب را دوست داریم.,-1,1,train
8665,در پشت که مکان بلندگو در پایین گوشی قرار گرفته و دوربین در بالا!,-1,1,train
4184,صدای کم اسپیکر و خروجی هدفون !,-1,1,train
9675,اونجوری که اپل گیر کرده بود تو ساخت این گوشی من انتظار بیشتری داشتم.,-1,1,train
13091,بیشتر شکایت ها و ایرادهایی که ما به این دستگاه می گیریم مربوط به مواردی می شود که فاقد آن ها است.,-1,1,train
2669,برخلاف دوربین X100، این دوربین از شاتر سنتی Focal Plane بهره می‌برد که اصولا شاتر پر سر و صداتری است.,-1,1,train
9813,به نظر من از نظر سخت افزاری تبلت قدرت مندی است ولی کمبود برنامه برای ویندوز RT یک ضعف خیلی بزرگ است,-1,1,train
9599,در واقع نمایشگر، رم، دوربین به غیر از امکانات خاصی به آن اضافه شده است چیز چشمگیری را ندارد.,-1,1,train
8229,فرقش با 309 اینه که وای فای ندارد .,-1,1,train
5374,در ضمن، برای حمل و نقل این گوشی هم نمی‌توان بر روی جیب‌های شلوار جین حساب کرد.,-1,1,train
2530,کاش صفحه کلیدش کامل بود اونوقت دیگه هیچی کم نداشت,-1,1,train
6104,تنها ضعفی که این پرینتر دارد عدم وجود یک نمایشگر دیجیتالی برای تنظیم و نیز آگاهی از میزان ذخیره پودر در درون آن است,-1,1,train
423,مدتیه که این دوربین رو از دیجی کالا خریداری کردم لازم دونستم چندتا نکته رو به اطلاع کسانی که قصد خرید این مدل رو دارند برسونم اول از هرچیزی توجه داشته باشین که صفحه لمسی این دوربین مقاومتیه کابل HDMI نداره و باید جداگانه تهیه بشه با توجه به ژاپنی بودن دوربین منوی شروع به زبان ژاپنیه و تمام محتویات دفترچه راهنمای دوربین به زبان ژاپنی نوشته شده!,-1,1,train
6450,) مشکل گرفتن که آخر هم هارد رو بهم ندادن و گفتن زنگ می‌زنن.,-1,1,train
8954,هیچ امکان فوکوس دستی هم برای آن وجود ندارد.,-1,1,train
2623,اما در مورد باتری با این که باتری قلمی میخوره ولی مدت زمان عکس برداری بالایی داره  و با این که برای تست از باتری معمولی (آلکا) استفاده کردم مدت خیلی طولانی جواب داد  و این مساله نشان گر این است که اگر به جای این باتری ها از باتری شارژی (برای مثال نیکل 2300) استفاده کنیم خیلی طولانی تر هم میتونیم باهاش عکاسی کنیم  در مورد دکمه ها : دکمه های خیلی روانی داره  مخصوصا دکمه روشن خاموشش که من در مورد اون نگران بودم  ولی یک جای نگرانی هم داره و اون هم در مورد دکمه مربوط به زوم هست : چون زوم دستی نداره اگر خیلی از این دکمه استفاده بشه و اگر قرار باشه کودکی اون رو استفاده کنه ممکنه زود خراب بشه,-1,1,train
8086,البته این نقطه ضعف به خاطر اینه که قیمتش پایین تموم بشه صفحه نمایشش خوبه با این که تراکم پیکسلی کمی داره اما من که راضی بودم از صفحش دگمه های پایین صفحش کاملا سر جاشونن و هنگام بازی کردن مشکلی ایجاد نمیکنن دوربین این گوشی علی رغم این که میگن فوکوس اوتو داره من که یه همچین چیزی ندیدم اگه جز افرادی هستید که گوشی چرخشی عوض میکنید بخرید این گوشی رو وگرنه این گوشه برای استفاده طولانی مدت مناسب نیست,-1,1,train
4775,عدم وجود فیلتر هوا و کنترل مناسب برای میکروفون .,-1,1,train
980,بنابراین از P7700 انتظار تولید عکس هایی در حد G1x نمی رود.,-1,1,train
6276,من هنوز نخریدم ولی این طور که گفتند اگر رایتل یا ایرانسل در اسلاید 2 قرار بگیره آنتن نخواهی داشت فایده ای نداره و اکثرا نمیتونند از همراه بانک استفاده کنند .,-1,1,train
12013,اما کیفیت ساخت بدنه بخصوص قسمت در پوش باتری و سیم کارت دارای کیفیت ساخت پایین و در مقابل اثر انگشت، اثر پذیر می باشد.,-1,1,train
8202,با این حال شاید چندان رزولوشن پایین آن را نپسندید.,-1,1,train
8871,دور دوربین که نقره ایه پلاستیکیه رنگش زود پاک میشه,-1,1,train
11666,داغ میشد و شروع میکرد به بک خوردن.,-1,1,train
1787,واقعا ارزش نداره .,-1,1,train
718,بدیش هم ویندوزشه که اصلی نیست و وسایل جانبی نداره مثلا کیف.,-1,1,train
9477,کیفیت عکاسی نیز خیلی خوب نیست به طوری که شاید بتوان گفت حتی به پای کیفیت عکس های تلفن های همراه هم نمی رسد.,-1,1,train
11693,لنز دوربینش هم خیلی زود لک می افته.,-1,1,train
4052,اما هرچی سعی کردم از یه شئ متحرک یه عکس درست و حسابی بگیرم نتونستم و در تمامی عکسها بصورت تار ثبت میشد.,-1,1,train
3464,سرعت کپی در حالت ADF ( تغذیه خودکار ) در این دستگاه 3.4 برگ در دقیقه می‌باشد که سرعت بالایی نیست.,-1,1,train
11095,منصفانه نیست اگر بگوییم ساخت Galaxy Note 10.1 بی کیفیت یا نا امید کننده است، ولی برای قرار گرفتن در بین تبلت های برتر دنیا کمی ضعیف است.,-1,1,train
1995,البته عیب آیفون مشکل حافظه و سیمکارتش نیز هست.,-1,1,train
4113,.اما اشکال کار در این است که معایب این گوشی بیشتر از محاسنش است.,-1,1,train
12066,این دوربین به منظره یاب مجهز نیست و باید با صفحه نمایش آن کار کنید.,-1,1,train
1919,از صداش هم خوشم نیومد .,-1,1,train
10104,لامپ CCT گرمای زیادی تولید می کند و نخستین اسکن نیز 30 ثانیه بیشتر از اسکن های بعدی صورت می گیرد.,-1,1,train
46,به نظرم نمی ارزه,-1,1,train
261,الان ۱ هفته شده که استفاده میکنم ، همه چیزش خوبه بجز ۲ مورد که یکم آدمو ناراحت میکنه: باتریش که نهایت ۲۰ ساعت کار میده با استفاده نرمال و کلیدهای سخت افزاریش که بعضی مواقع باید بیشتر از ۲_۳ بار فشار داد.,-1,1,train
5514,چون بر خلاف سامسونگ که ابعادش مناسبتره و همه چیو به نسبت بزرگ کرده، وقتی با این گوشی کار کردم فهمیدم اونقدر عریضه که به سختی میشه باهاش کار کرد.,-1,1,train
6396,ودارای اندروید 4.1 است ودارای gpu mail400 است ولی مقدار کارکرد ان نسبت به مدل قبلی ضعیف تر شده است .,-1,1,train
7570,در کل اگر قصد خرید دارید فقط بخاطر اسم، این گوشی رو نخورید..,-1,1,train
12539,دوربین 3 مگاپیکسلی که بر روی گوشی 3GS وجود داشت کیفیت فوق‌العاده‌ای نداشت.,-1,1,train
9689,البته تو کنفرانس اپل گفته شد که قیمتش با 4S یکسان است ولی یقینا تو ایران که بیارن گرون تر میفروشن .,-1,1,train
8454,البته از آن هایی که فقط به سمت بالا چرخش می کنند.,-1,1,train
7218,اگه micro sd هم میخورد بهتر بود,-1,1,train
12239,بیشینه‌ی گشودگی دیافراگم این لنز F3.1-6.4 است که در حالت واید با عدد F/3.1 خیلی بد نیست ولی در زوم با F/6.4 واقعا زیاد است و اصلا مناسب عکاسی در شرایط ضعیف نوری و بدست آوردن عمق میدان کم نمی‌باشد.,-1,1,train
4062,اما همین دوربین در نور مناسب عکسای با کیفیت و محشری میگیره در حالت ماکرو هم فوق العادست یکی دیگه از معایبش اینه که از سوژه های متحرک عکسای خوبی را ثبت نمیکنه هر چی هم با تنظیماتش ور رفتم درست نمیشه که نمیشه در ضمن تو زوم اپتیکال بالا واقعا نویز زیادی داره چه برسه به زوم دیجیتالش !,-1,1,train
2943,به مشکل آقای یزدانی فرجام برخوردم یعنی یک خط نازک مشکی وسط نمایشگر افتاده ، زنگ زدم هماهنگ گفتند بفرستید، کالاتون بیمه است عوض میکنیم ولی این پروسه یکماه طول میکشه .,-1,1,train
1868,این محصول کیفیت خوبی در ساخت دارد ولی ظاهری تکراری و ارزش خرید ندارد.,-1,1,train
11453,و باز هم تکرار مشکلات در گوشی های نکسوس یعنی نداشتن شیار کارت حافظه و حافظه داخلی کم,-1,1,train
5640,سلام به همه دوستان من یکی از این دوربینها رو از همین سایت خریدم ، فقط در حد یک اسباب بازی هستش بجز وزن و باریکیش هیچ چیزش بدرد نمی‌خوره ، دوربین عکاسیش که 5 مگا پیکسل معرفی شده در حد یک دوربین سه مگا پیکسلی هم عکسهای شفاف نمیگیره ، لرزش گیر که گفته شده داره اصلا وجود نداره چون برای گرفتن عکس کافیه یک مگس روی دست شما بشینه دیگه بجز یک صحنه تار دیگه چیزی مشخص نمیشه که از چه چیزی عکس گرفتی ، فلاشم که گفتن داره نداره فقط یک لامپ ال ای دی داره که فلش نمیزنه بلکه به عنوان یک چراغ ثابت روشن میشه ، فقط فیلم بر داریش بد نیست که اونم با این قیمت زیاد نمی‌ارزه چون خودم یک دوربین کانن sx100 کانن دارم که حالا حدودا با قیمت 150 تومن گیر میاد یا توی خود همین سایت دور بینهایی با 12 مگا پیکسل با قیمتهای ارزانتر وجود داره که فیلم برداریش خیلی بهتر از این است و فقط اسم فیلم برداری این ful hd، زوم روی فیلم برداری هم نداره ، فقط سبک و باریکه همین خوبی رو داره و دیگر هیچ,-1,1,train
6739,با بزرگنمایی کامل متوجه نویز در مناطق تاریک تر می شویم.,-1,1,train
9711,6 ماهه منتظر بودم معرفی بشه و بیاد تو بازار تا بخرمش ولی الان که اومده حالمو گرفت .,-1,1,train
7394,فقط یه دوربین کم داره.,-1,1,train
4194,سلام دوستان خسته نباشین من اومدم اینجا تا خیالتون رو در مورد این گوشی راحت کنم اومدم تا این گوشی را زیر ذره بین بذارم و یک بررسی مختصری از این گوشی براتون بذارم قبل از بررسی بگم که این اطلاعات کاملا از تجربه چند روزه خودم با این گوشی است یعنی اینکه این اطلاعات از سایتهای دیگه یا از کسی بازگو نشده پس هر آنچه که می خوانید همانی است که این گوشی است خوب بریم سراغ بررسی وسایل جانبی داخل کارتن یک دونه هدست بی‌کیفیت و شارژر و کابل usb مشخصات کلا مشخصات گوشیهای هواوی توی هر سایتی متفاوت است و هر جا یک چیزی گفتند توی سایتهای داخلی یک چیز و توی سایتها خارجی یک چیز دیگر .,-1,1,train
11938,فقط زمان شارژ لمسش کند میشه.,-1,1,train
6429,این هارد ضد ضربه و ضد آب نیست  و سرعت انتقال داده 107 و 109 که ADATA داره رو نداره!,-1,1,train
2622,تشخیص نور خیلی خوبی داره  معایب جزئی:  کیفیت ضبط صدای خوبی داره ولی مونو هست که در هنگام پخش استریو پخش میشه فلش خوبی داره ولی برد نهایی اون 7 متره(جهنده و تاثیرگذار) قابلیت اتصال به Hdmi و usb داره ولی ورودی میکروفن و خروجی صدا نداره  نشانگر میزان استفاده باتری نداره ( در lcd)  و کمی نسبت به دوربین های دیگه دیرتر فوکوس میکنه,-1,1,train
1498,من حدود یک هفته است این دوربین رو از دیجی کالا خریدم و ضمن رضایت کامل از سایت دیجی کالا و نحوه ی دریافت کالا، راجب این دوربین بگم که: اول از همه سبکی و کوچکی دوربین یکم تو ذوقم زد، چون حدود سه سال پیش یه دوربین canon sx200 IS برای خانواده ام خریده بودم و یه جورایی با اون مقایسه اش کردم.,-1,1,train
10446,بنظر من فقط یک چیز این موبایل بد است ان هم کیفیت دوربین ان است,-1,1,train
6708,هرچند که سنسور تصویر آن‌ها رزولوشن خیلی بالایی ارائه نمی دهد ولی به هر صورت کمپانی تصمیم گرفته که خروجی Full HD داشته باشند.,-1,1,train
10462,بعضی وقتها هنگ میکنه و مجبوری روشن خاموش کنی برنامه کلین مستر رو هم نصب کردم,-1,1,train
4945,فاقد وایرلس روی کنسول .,-1,1,train
1190,اما قطر 13.5 میلی متری آن، باعث می‌شود که راحتی یک تبلت را در دستان شما نداشته باشد و از نظر ظرافت، هیچ شباهتی به تبلت های رقیب مانند iPad های اپل و یا حتی تبلت های ساخت خود ایسوس نیز ندارد.,-1,1,train
11283,در حقیقت اگر دستان بزرگی داشته باشید این دستگیره به نظرتان خیلی کوچک خواهد آمد.,-1,1,train
11624,سیستم عاملش ضعف داره باید اپدیت بشه.,-1,1,train
11277,والا 5100 نیکون هم انتخاب خوبیه بدیش محدودیت 5 دقیقه ای ضبط ویدئو است.,-1,1,train
10749,21.1 مگاپیکسل با سنسور اندازه 1/2.3 اینچ - 4.55 × 6.17 میلی‌متر کمی عجیب به نظر میرسد باید منتظر شد و دید خروجی این ترکیب چیست,-1,1,train
1481,هر کاری هم کردم که این مشکل رو برطرف کنم متاسفانه نتونستم.,-1,1,train
11297,مدت نسبتا زیادی به طول انجامید تا کانن به خوبی درک کند که وجود نمایشگر چرخنده به همراه Live view می‌تواند‌ترکیب بسیار خوبی به خصوص برای دوربینی مثل 600D باشد که کاربری عام‌تری دارد.,-1,1,train
743,خوب تقریبا همه چیش عالی هست به جز داغ شدن غیر عادی اون که همین قضیه باعث آسیب دیدن چیپ گرافیکی لپ تاپ یکی از دوستانم شد که همین سری رو داشت و الان درگیرش هست و میخواد ردش کنه.,-1,1,train
3330,این دوربین به هر حال یک هندی کم است و قیمت دو میلیون تومان برای آن کمی زیاد است.,-1,1,train
11352,مود Live این کار را آسان‌تر انجام می‌دهد ولی از آن جایی که از فن‌آوری Contrast detection خود سنسور تصویر به جای Phase detection سنسورهای اصلی AF استفاده می‌کند، فوکوس خیلی کندتر صورت می‌گیرد.,-1,1,train
840,در نگاه اول پایین بودن مقدار حافظه رم و فقدان دوربین دوم برای مکالمات ویدئویی به چشم میخوره.,-1,1,train
9337,البته با کمی رزولوشن پایین تر.,-1,1,train
9878,از لحاظ قیمت بسیار بالا است ولی کیفیتی بی نظیر در مقایسه با گوشی های دیگر دارد ولی امکانات و استفاده از آن برای خارج از ایران راحتتر و مناسب تر است و انتقال دیتا در آن مشکل است و نیاز به نرم افزار خاص دارد,-1,1,train
270,اما حیف که اینم باطریش داخلیه و خریدش جرات میخواد چون برای تعویض باطری در صورت لزوم باید پشتشو باز کنی و برای فروش دست دوم افت خیلی زیادی داره.,-1,1,train
712,همه چیزش عالی ولی زود داغ می کنه دیر سرد می شه,-1,1,train
9421,گوشی ظریفیه و باید با احتیاط حمل بشه که سر نخوره از دست و بیفته.,-1,1,train
11720,اگه صفحه 3.5 اینچ داشت خیلی بهتر بود.,-1,1,train
11993,گوشیه عالی هستش اما باطریش خیلی زود خالی میکنه به 24 ساعت نمیکشه و من کار خاصی باهاش انجام نمیدم که زیاد مصرف داشته باشه البته من شارژ اولیه نذاشتم شاید دلیلش این باشه.,-1,1,train
11787,اخه کوشی من خودش آپدیت 2.3.4 ولی هنوزم داغ میکنه,-1,1,train
12559,"مطمئننا شما می‌توانید برنامه‌های خود iPhone مانند Mail, Safari, iPod و چند برنامه‌ی دیگر iPhone را به صورت همزمان اجرا کنید ولی امکان اجرای همزمان برنامه‌های دیگر در مدل‌های قبلی iPhone امکان‌پذیر نبود.",-1,1,train
7145,چرا که با وجود یک صفحه نمایش 5 اینچی، به نظر می‌رسد که احتیاج به شارژ حداکثر یک روز در میان این گوشی را احساس نمایید.,-1,1,train
10355,فقط مشکلی که من دیدم کمی wifi نامناسب و سرعت کمی داشت.,-1,1,train
2793,اما در هنگام زوم کامل با f/6.3 چندان لنز سریعی نمی‌باشد.,-1,1,train
3660,اما باید بگوییم که این دستگاه در مورد انجام وظایف خود بعنوان تبلت و لپ تاپ، تقریبا در هیچ کدام کامل نیست و از هر یک شاید نیمی را با موفقیت پشت سر می‌گذارد.,-1,1,train
11398,پشت گوشی هم زود داغ میشه,-1,1,train
4955,علاوه بر این مورد کمبود WiFi داخلی و سر و صدای زیاد درایو نیز مشکلات دیگر است که امیدواریم در ورژن های بعدی حل شوند.,-1,1,train
7545,این گوشی nfcو 4G نداره.,-1,1,train
7193,من خودم ترجیح می دم یه تبلت خوب بگیرم و از طریق وای فای با گوشیم سینکش کنم .,-1,1,train
8689,کیفیت عکسا اصلا 8ن یست شاید 5 باشه شایدم کمتر.,-1,1,train
5313,(به دلیل مشکل قطع شدن WIFI بعد از قرار دادن سیم کارت.,-1,1,train
3097,کیفیت صدا:کیفیت صدا ی هر دو عالیه ولی TF700T به نظر من مقداری صدایش بلند تر است ولی اصلا محسوس نیست و اختلاف خیلی کمه ولی کیفیت صدا در ایپد کمی بهتره.,-1,1,train
1375,برای شروع، اپل تمام برنامه های اصلی خود (مانند Aperture، iMovie، Final Cut Pro X) را برای این صفحه نمایش به‌روزرسانی کرده است ولی برنامه های جانبی دیگر (مانند مرورگر Google Chrome) که برای چنین دقتی طراحی نشده‌اند، به این خوبی نخواهند بود.,-1,1,train
4770,با توجه به جای نصب فلاش عکسهایی که با فلاش گرفته میشود سایه دارند,-1,1,train
9079,به نظر من که ارزش خرید نداره.,-1,1,train
3579,متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.,-1,1,train
12604,البته اون هم به شرطی که نور صفحه خیلی کم باشه.,-1,1,train
8510,البته همانند هر دوربین فیلم برداری دیگری، تصاویر گرفته شده در شب، از مقداری نویز رنج می‌برد.,-1,1,train
12159,از پشت که به دوربین نگاه می کنیم کمی افسوس می خوریم.,-1,1,train
3185,نداشتن رابط یو اس بی هست .,-1,1,train
10626,به نظر من خیلی گوشی خوبیه ولی xperia v انتخاب بهتریه,-1,1,train
8458,به هر صورت در مدل جدید از چرخش به سمت پایین چشم پوشی شده است.,-1,1,train
9661,همه باید واقع گرا باشیم که گوشی خوبیه اما نسبت به این غول هایه LG .,-1,1,train
6443,چون در اثر استفاده ناصحیح پین های mini usb خود کابل دچار مشکل میشه و باعث قطع و وصل مکرر و آسیب هارد میشه و مجبوریم کابل دیگه ای تهیه کنیم.,-1,1,train
7924,شرکت سونی محصولاتش بدرد ایران نمیخوره، چون تلاش داره امکاناتش به صورت اوریجینال عرضه بشه، که تو ایران معنایی نداره.,-1,1,train
4678,ولی با این همه :کلید مجزایی برای دوربین تعبیه نشده و باید با لمس صفحه نمایش تصویر را ثبت کنید.,-1,1,train
4441,با این اوصافی که دوستان گفتن فکر نمی‌کنم اصلا مناسب باشه.,-1,1,train
8643,کارکردن باهاش هم از نوکیا سخت تره، چون امکاناتش خلاصه تره.,-1,1,train
11977,فقط به نظر من تنها عیبش اینه که باطریش یه خرده ضعیفه.,-1,1,train
5913,و جالب اینکه با تلاش چند ماهه نمایندگی و تعمیرکارای موبایل هنوز که هنوزه آنتنش برنگشته.,-1,1,train
4520,به نظر من تنها عیبی که به این گوشی میشه گرفت صفحه نمایش کمی کوچیک اون هست که البته برای همه مشکل ساز نیست.,-1,1,train
4606,دوربینش در مقابل نوکیا c6 حرفی برای گفتن نداره.,-1,1,train
3658,اما نهایتا در مورد دوربین این تبلت هم باید بگوییم که یک دوربین کاملا متوسط 1.2 مگاپیکسلی در قسمت جلو و یکی در قسمت پشتی آن تعبیه شده است که صرفا برای انجام مکالمات تصویری مناسب می‌باشد و در رقابت با دیگر تبلت های موجود در بازار، هیچ حرفی برای گفتن ندارد.,-1,1,train
6269,برخلاف نظر یکی از دوستان، این گوشی اصلا امکانات نوت 2 رو نداره.,-1,1,train
9399,با پولی که بابتش دادم باید خیلی بهتر از اینا باید باشه 1.,-1,1,train
11207,این حدود 1 استاپ کم نورتر از Mark III می باشد.,-1,1,train
2579,با سلام من یک هفته است که دوربین رو خریداری کردم اولین نکته که این دوربین ساخت چین است دوم اینکه در مود دستی که رنگهای عکاسی استاندارد و کرم و سیاه و سفید دارد شما عکس کرم را نمیتوانید بگیرید و فقط سیاه سفید و استاندارد را میتوان انتخاب کرد سوم اینکه با توجه به قیمت آن عکسهای خوبی نمی توان گرفت و فقط کار راه انداز است,-1,1,train
4197,اگر در روز باشد عکسها تا حدی واضح است ولی در شب اصلا خوب نیست.,-1,1,train
5430,به نظر می‌رسد که این باتری برای یک گوشی در این سطح مقداری ضعیف باشد.,-1,1,train
8814,دوستان من یک ماه قبل این دوربین را خریدم و بعد از دو روز ان را با ضرر فروختم .,-1,1,train
2472,به نظر من هیچ فرقی با نوت2 نداره.,-1,1,train
12907,{البته سایز صفحه و کیفیت صفحه 112 به مراتب از 206 پایین تر است.,-1,1,train
11468,اما برای بعضی افراد 16گیگ هم کمه، مطمئنا در آینده 32گیگشم میاد.,-1,1,train
1218,اما در مورد اکثر برنامه های دیگر و همچنین بازی‌ها، سوئیچ پویا صورت نمی‌پذیرد بلکه باید بعد از قرار دادن گوشی بر روی تبلت، مجددا آن برنامه را اجرا نمایید.,-1,1,train
4342,اما این بار با چالشی بزرگ تر برای انتخاب بین این دو ( آیپاد تاچ - آیفون ) مواجهیم !,-1,1,train
5641,رزولوشن اپتیکال این اسکنر، 1200X1200dpi و نسبتا کم می‌باشد.,-1,1,train
2364,با اینترنت محدود ایران و تحریم ها اپل تو کشور ما کارایی اش جالب نیست  اندروید از نظر من حرف اول رو میزنه تو ایران,-1,1,train
5390,اما به واقع برای تماشای ویدئو، چندان مناسب نمی‌باشد.,-1,1,train
4013,در غیر اینصورت تولید مدل جدید عملا کار بیهوده‌ای بوده است.,-1,1,train
2767,"سلام من هم چند روزی هست که یکی خریدم,مشکلش در شناسایی wifiو نصبgprs",-1,1,train
10675,یکی دیگه از تفاوت هایی که میشه ذکر کرد اینه که باطری TX قابل تعویضه اما T نه، اگه توجه کنیم ابعاد گوشی هم با هم دیگه فرق دارن ولی سایز صفحه هر دو همه جا 4.55 اینچ ذکر شده نمیدونم جریان چیه باید تو دست هر کدوم رو ببینم، ولی در مجموع منم با دوستان هم عقیده هستم، به اختلاف قیمتش نمی ارزه،,-1,1,train
11240,این خیلی عجیب است چرا که بدین ترتیب این دوربین ها از این نظر همپایه ی دوربین های DSLR سطح مبتدی قرار می گیرند و این در حالیست که حتی DSLR های APSC سطح Prosumer مثل 60D هم بیشینه ی تا 1/8000 ثانیه را دارند.,-1,1,train
12751,با این مکان قرار گیری را اصلا دوست نداشتیم و ترجیح می‌دادیم به جای کناره در قسمت بالای دستگاه قرار داشته باشد.,-1,1,train
8558,فولhd پخش نمیکنه.,-1,1,train
5578,البته برای نمایشگرهای در این سایز از رزولوشن WVGA هم استفاده می‌شود ولی به احتمال زیاد به دلیل پردازشگر گرافیکی نسبتا ضعیفی که این گوشی داشته، سونی تصمیم گرفته که از رزولوشن بالاتر بهره نبرد.,-1,1,train
3367,قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,-1,1,train
10196,احساس میکنم بخاطر الکتریسیته ساکن بدنه ولی به هر حال یه کم اعصاب آدم خورد میشه.,-1,1,train
1154,مثلا پورت USB روی هارد یه جوریه.,-1,1,train
5394,این قلم نه از نظر ظاهری و نه از لحاظ کارایی، شباهت زیادی به قلم Note های سامسونگ ندارد و بیشتر می‌توان آن‌را یک قلم کمکی نامید که در کار با گوشی به کاربر کمک می‌نماید اما قابلیت‌های فوق‌العاده‌ای ندارد.,-1,1,train
8359,مطمئن باشین قسمتی از قیمت این دوربین پول مارک canon هستش وگرنه همین دوربین با همین امکانات با برند هایی نظیر panasonic یا fuji film قیمتی به مراتب پایین تر خواهد داشت.,-1,1,train
